level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	inventory	WIGOS_calc	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	GCOS	ASECNA	Frequency per day	SOP frequency	IOP frequency	Upgraded ground station	2006 Success Rate (%)	Best 2006 Monthly success (%)	min_date	max_date	files	conv_lat	conv_lon	COUNTRY	#_OF _SOUNDINGS	YEARS	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables	kind
0	0	0-20000-0-67964	BULAWAYO (GOETZ OBSY.)	-20.15	28.616666666666667	1344.0	Climatological station, Upper-air / Radiosonde station, Surface land meteorological station (SYNOP), RBSN(S), RBCN, Centennial Observing Stations, GOS, CLIMAT(C), GSN	20 09 00S	028 37 00E	67964	999.0	999.0	True	0.3		OSCAR	0-20000-0-67964	bulawayo	2.8	-20.15	28.5833333																						[-20.15, -20.15]	[28.62, 28.61]	era5.conv._67964	era5_1	19790101	20070315	67964	0-20000-0-67964	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
1	2	0-20000-0-67965	BULAWAYO AIRPORT	-20.016666666666666	28.616666666666667	1326.0	Climatological station, Surface land meteorological station (SYNOP), GOS, RBSN(S), RBCN	20 01 00S	028 37 00E	67965	999.0	999.0	False	14.8		OSCAR	0-20000-0-67965	bulawayo	2.8	-20.15	28.5833333																						[-20.15, -20.15]	[28.62, 28.61]	era5.conv._67964	era5_1	19790101	20070315	67964	0-20000-0-67964	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
2	3	0-20000-0-67963	MATOPOS	-20.383333333333333	28.55	1350.0	Surface land meteorological station (SYNOP), GOS	20 23 00S	028 33 00E	67963	999.0	999.0	False	26.8		OSCAR	0-20000-0-67963	bulawayo	2.8	-20.15	28.5833333																						[-20.15, -20.15]	[28.62, 28.61]	era5.conv._67964	era5_1	19790101	20070315	67964	0-20000-0-67964	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
0	0		BULAWAYO	-20.15	28.617	1343.0				67964	1970.0	2004.0	True	0.3		IGRA2	0-20300-0-67964	bulawayo	2.8	-20.15	28.5833333	ZIM00067964																					[-20.15, -20.15]	[28.62, 28.61]	era5.conv._67964	era5_1	19790101	20070315	67964	0-20000-0-67964	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
0	0															WBAN	0-20500-0-nan	bulawayo	2.8	-20.15	28.5833333																						[-20.15, -20.15]	[28.62, 28.61]	era5.conv._67964	era5_1	19790101	20070315	67964	0-20000-0-67964	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
0	0															CHUAN	0-20400-0-nan	bulawayo	2.8	-20.15	28.5833333																						[-20.15, -20.15]	[28.62, 28.61]	era5.conv._67964	era5_1	19790101	20070315	67964	0-20000-0-67964	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
0	0		Bulawayo - Goetz Observatory, Zimbabwe	-20.15	28.62	-999.0				67964				0.0		SCHROEDER	0-20600-0-67964	bulawayo	2.8	-20.15	28.5833333		67964	2148.0	1959-01-01 00:00:00	1985-01-01 00:00:00																	[-20.15, -20.15]	[28.62, 28.61]	era5.conv._67964	era5_1	19790101	20070315	67964	0-20000-0-67964	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
0	0		BULAWAYO/GOETZ OBSY.     	-20.15	28.616666666666667	1344.0				67964				0.3		WMO	0-20700-0-67964	bulawayo	2.8	-20.15	28.5833333		67964	419.0																			[-20.15, -20.15]	[28.62, 28.61]	era5.conv._67964	era5_1	19790101	20070315	67964	0-20000-0-67964	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
1	2		BULAWAYO (J.N. NKOMO AIR 	-20.166666666666668	28.616666666666667	-999.0				67965				1.9		WMO	0-20700-0-67965	bulawayo	2.8	-20.15	28.5833333		67965	4783.0																			[-20.15, -20.15]	[28.62, 28.61]	era5.conv._67964	era5_1	19790101	20070315	67964	0-20000-0-67964	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
0	0															AMMA	0-20800-0-nan	bulawayo	2.8	-20.15	28.5833333																						[-20.15, -20.15]	[28.62, 28.61]	era5.conv._67964	era5_1	19790101	20070315	67964	0-20000-0-67964	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
0	0															HARA	0-20111-0-nan	bulawayo	2.8	-20.15	28.5833333																						[-20.15, -20.15]	[28.62, 28.61]	era5.conv._67964	era5_1	19790101	20070315	67964	0-20000-0-67964	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
