level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	inventory	WIGOS_calc	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	GCOS	ASECNA	Frequency per day	SOP frequency	IOP frequency	Upgraded ground station	2006 Success Rate (%)	Best 2006 Monthly success (%)	min_date	max_date	files	conv_lat	conv_lon	COUNTRY	#_OF _SOUNDINGS	YEARS	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables
0	0	0-20000-0-83897	FLORIANOPOLIS	-27.583333333333332	-48.56666666666667	2.0	Climatological station, Surface land meteorological station (SYNOP), RBCN, GOS, CLIMAT(C)	27 35 00S	048 34 00W	83897	999	999	False	6.8		OSCAR	0-20000-0-83897	florianopolis	6.8	-27.583333000000003	-48.566667																						[-27.6, -27.6]	[-48.5, -48.5]	5135A.txt_converted_csv_reduced.csv	giub	1911-01-02	1965-12-30	5135	0-20000-0-83899	['126', '137', '106', '107', '137', '138', '139', '140', '117']
1	1	0-20000-0-83899	FLORIANOPOLIS (AERO)	-27.666666666666668	-48.55	5.0	Upper-air / Radiosonde station, Surface land meteorological station (SYNOP), RBSN(S), GOS	27 40 00S	048 33 00W	83899	999	999	True	8.9		OSCAR	0-20000-0-83899	florianopolis	6.8	-27.583333000000003	-48.566667																						[-27.6, -27.6]	[-48.5, -48.5]	5135A.txt_converted_csv_reduced.csv	giub	1911-01-02	1965-12-30	5135	0-20000-0-83899	['126', '137', '106', '107', '137', '138', '139', '140', '117']
2	2	0-20000-0-86958	FLORIANOPOLIS-SAO JOSE	-27.6	-48.61666666666667	3.3	Surface land meteorological station (SYNOP), GOS	27 36 00S	048 37 00W	86958	999	999	False	11.5		OSCAR	0-20000-0-86958	florianopolis	6.8	-27.583333000000003	-48.566667																						[-27.6, -27.6]	[-48.5, -48.5]	5135A.txt_converted_csv_reduced.csv	giub	1911-01-02	1965-12-30	5135	0-20000-0-83899	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0		FLORIANOPOLIS (AERO)	-27.6667	-48.55	5.0				83899	1973	2021	True	8.9		IGRA2	0-20300-0-83899	florianopolis	6.8	-27.583333000000003	-48.566667	BRM00083899																					[-27.6, -27.6]	[-48.5, -48.5]	5135A.txt_converted_csv_reduced.csv	giub	1911-01-02	1965-12-30	5135	0-20000-0-83899	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0															WBAN	0-20500-0-nan	florianopolis	6.8	-27.583333000000003	-48.566667																						[-27.6, -27.6]	[-48.5, -48.5]	5135A.txt_converted_csv_reduced.csv	giub	1911-01-02	1965-12-30	5135	0-20000-0-83899	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0		Florianopolis	-27.6	-48.5	23				5135	-999-999	-999-999		0.0		CHUAN	0-20400-0-5135	florianopolis	6.8	-27.583333000000003	-48.566667		-999																				[-27.6, -27.6]	[-48.5, -48.5]	5135A.txt_converted_csv_reduced.csv	giub	1911-01-02	1965-12-30	5135	0-20000-0-83899	['126', '137', '106', '107', '137', '138', '139', '140', '117']
1	1		Florianopolis	-27.6	-48.5	23				4901	-999-999	-999-999		0.0		CHUAN	0-20400-0-4901	florianopolis	6.8	-27.583333000000003	-48.566667		-999																				[-27.6, -27.6]	[-48.5, -48.5]	5135A.txt_converted_csv_reduced.csv	giub	1911-01-02	1965-12-30	5135	0-20000-0-83899	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0		Florianopolis AP, Brazil	-27.67	-48.55	-999				83899				9.2		SCHROEDER	0-20600-0-83899	florianopolis	6.8	-27.583333000000003	-48.566667		83899	3538.0	9999999	9999999																	[-27.6, -27.6]	[-48.5, -48.5]	5135A.txt_converted_csv_reduced.csv	giub	1911-01-02	1965-12-30	5135	0-20000-0-83899	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0		FLORIANOPOLIS            	-27.58333333333333	-48.56666666666667	-999.0				83897				6.8		WMO	0-20700-0-83897	florianopolis	6.8	-27.583333000000003	-48.566667		83897	1468.0																			[-27.6, -27.6]	[-48.5, -48.5]	5135A.txt_converted_csv_reduced.csv	giub	1911-01-02	1965-12-30	5135	0-20000-0-83899	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0															AMMA	0-20800-0-nan	florianopolis	6.8	-27.583333000000003	-48.566667																						[-27.6, -27.6]	[-48.5, -48.5]	5135A.txt_converted_csv_reduced.csv	giub	1911-01-02	1965-12-30	5135	0-20000-0-83899	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0															HARA	0-20111-0-nan	florianopolis	6.8	-27.583333000000003	-48.566667																						[-27.6, -27.6]	[-48.5, -48.5]	5135A.txt_converted_csv_reduced.csv	giub	1911-01-02	1965-12-30	5135	0-20000-0-83899	['126', '137', '106', '107', '137', '138', '139', '140', '117']
