level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	WIGOS_calc	inventory	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	GCOS	ASECNA	Frequency per day	SOP frequency	IOP frequency	Upgraded ground station	2006 Success Rate (%)	Best 2006 Monthly success (%)	min_date	max_date	files	conv_lat	conv_lon	COUNTRY	#_OF _SOUNDINGS	YEARS	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables	kind
0	0																OSCAR	scottsbluff	74.0	41.8666667	-103.6666667																						[42.1, 42.1]	[-102.83, -102.83]	era5.conv._2:24002	era5_2	19430209	19450126	2:24002	0-20300-0-24002	[104, 105, 106, 107]	identified
0	0		ALLIANCE AAF	42.1	-102.8333	1197.9				24002	1944.0	1945.0	True	0.3		0-20300-0-24002	IGRA2	scottsbluff	74.0	41.8666667	-103.6666667	USW00024002																					[42.1, 42.1]	[-102.83, -102.83]	era5.conv._2:24002	era5_2	19430209	19450126	2:24002	0-20300-0-24002	[104, 105, 106, 107]	identified
0	0		ALLIANCE AAF	42.1	-102.83	1197.864				24002	19421101.0	19451130.0		0.0		0-20500-0-24002	WBAN	scottsbluff	74.0	41.8666667	-103.6666667																						[42.1, 42.1]	[-102.83, -102.83]	era5.conv._2:24002	era5_2	19430209	19450126	2:24002	0-20300-0-24002	[104, 105, 106, 107]	identified
1	1		ALLIANCE MUNI AP	42.06	-102.8	1235.9640000000002				24044	19960516.0	19960615.0		5.1		0-20500-0-24044	WBAN	scottsbluff	74.0	41.8666667	-103.6666667																						[42.1, 42.1]	[-102.83, -102.83]	era5.conv._2:24002	era5_2	19430209	19450126	2:24002	0-20300-0-24002	[104, 105, 106, 107]	identified
2	2		ALLIANCE MUNI AP	42.06	-102.8	1197.2544				24044	19960615.0	99991231.0		5.1		0-20500-0-24044	WBAN	scottsbluff	74.0	41.8666667	-103.6666667																						[42.1, 42.1]	[-102.83, -102.83]	era5.conv._2:24002	era5_2	19430209	19450126	2:24002	0-20300-0-24002	[104, 105, 106, 107]	identified
3	3		ALLIANCE MUNI AP	42.05	-102.8	1196.9496000000001				24044	19430401.0	19441231.0		6.1		0-20500-0-24044	WBAN	scottsbluff	74.0	41.8666667	-103.6666667																						[42.1, 42.1]	[-102.83, -102.83]	era5.conv._2:24002	era5_2	19430209	19450126	2:24002	0-20300-0-24002	[104, 105, 106, 107]	identified
4	4		ALLIANCE MUNI AP	42.05	-102.8	1196.9496000000001				24044	19470301.0	19770101.0		6.1		0-20500-0-24044	WBAN	scottsbluff	74.0	41.8666667	-103.6666667																						[42.1, 42.1]	[-102.83, -102.83]	era5.conv._2:24002	era5_2	19430209	19450126	2:24002	0-20300-0-24002	[104, 105, 106, 107]	identified
5	5		ALLIANCE MUNI AP	42.05	-102.8	1196.9496000000001				24044	19770101.0	19790101.0		6.1		0-20500-0-24044	WBAN	scottsbluff	74.0	41.8666667	-103.6666667																						[42.1, 42.1]	[-102.83, -102.83]	era5.conv._2:24002	era5_2	19430209	19450126	2:24002	0-20300-0-24002	[104, 105, 106, 107]	identified
6	6		ALLIANCE MUNI AP	42.05	-102.8	1196.9496000000001				24044	19790101.0	19800101.0		6.1		0-20500-0-24044	WBAN	scottsbluff	74.0	41.8666667	-103.6666667																						[42.1, 42.1]	[-102.83, -102.83]	era5.conv._2:24002	era5_2	19430209	19450126	2:24002	0-20300-0-24002	[104, 105, 106, 107]	identified
7	7		ALLIANCE MUNI AP	42.05	-102.8	1235.9640000000002				24044	19800101.0	19950101.0		6.1		0-20500-0-24044	WBAN	scottsbluff	74.0	41.8666667	-103.6666667																						[42.1, 42.1]	[-102.83, -102.83]	era5.conv._2:24002	era5_2	19430209	19450126	2:24002	0-20300-0-24002	[104, 105, 106, 107]	identified
8	8		ALLIANCE MUNI AP	42.05	-102.8	1235.9640000000002				24044	19950101.0	19960516.0		6.1		0-20500-0-24044	WBAN	scottsbluff	74.0	41.8666667	-103.6666667																						[42.1, 42.1]	[-102.83, -102.83]	era5.conv._2:24002	era5_2	19430209	19450126	2:24002	0-20300-0-24002	[104, 105, 106, 107]	identified
0	0															0-20400-0-nan	CHUAN	scottsbluff	74.0	41.8666667	-103.6666667																						[42.1, 42.1]	[-102.83, -102.83]	era5.conv._2:24002	era5_2	19430209	19450126	2:24002	0-20300-0-24002	[104, 105, 106, 107]	identified
0	0															0-20600-0-nan	SCHROEDER	scottsbluff	74.0	41.8666667	-103.6666667																						[42.1, 42.1]	[-102.83, -102.83]	era5.conv._2:24002	era5_2	19430209	19450126	2:24002	0-20300-0-24002	[104, 105, 106, 107]	identified
0	0															0-20700-0-nan	WMO	scottsbluff	74.0	41.8666667	-103.6666667																						[42.1, 42.1]	[-102.83, -102.83]	era5.conv._2:24002	era5_2	19430209	19450126	2:24002	0-20300-0-24002	[104, 105, 106, 107]	identified
0	0															0-20800-0-nan	AMMA	scottsbluff	74.0	41.8666667	-103.6666667																						[42.1, 42.1]	[-102.83, -102.83]	era5.conv._2:24002	era5_2	19430209	19450126	2:24002	0-20300-0-24002	[104, 105, 106, 107]	identified
0	0															0-20111-0-nan	HARA	scottsbluff	74.0	41.8666667	-103.6666667																						[42.1, 42.1]	[-102.83, -102.83]	era5.conv._2:24002	era5_2	19430209	19450126	2:24002	0-20300-0-24002	[104, 105, 106, 107]	identified
