level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	inventory	WIGOS_calc	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	GCOS	ASECNA	Frequency per day	SOP frequency	IOP frequency	Upgraded ground station	2006 Success Rate (%)	Best 2006 Monthly success (%)	min_date	max_date	files	conv_lat	conv_lon	COUNTRY	#_OF _SOUNDINGS	YEARS	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables	kind
0	0	0-20000-0-72340	LITTLE ROCK/ADAMS FLD,  AR.	34.835	-92.25944444444444	173.1	Climatological station, Upper-air / Radiosonde station, Surface land meteorological station (SYNOP), GOS, RBSN(ST), RBCN, CLIMAT(C)	34 50 06N	092 15 34W	72340	999.0	999.0	True	12.0		OSCAR	0-20000-0-72340	north little rock	5.5	34.7694444	-92.2669444																						[34.73, 34.73]	[-92.23, -92.23]	era5.conv._1:72340	era5_2	19620304	19731231	1:72340	0-20000-0-72340	[38, 85, 104, 105, 106, 107, 117]	identified
0	0		LITTLE ROCK/ADAMS FLD	34.835	-92.2594	173.2				72340	1947.0	2021.0	True	12.0		IGRA2	0-20300-0-72340	north little rock	5.5	34.7694444	-92.2669444	USM00072340																					[34.73, 34.73]	[-92.23, -92.23]	era5.conv._1:72340	era5_2	19620304	19731231	1:72340	0-20000-0-72340	[38, 85, 104, 105, 106, 107, 117]	identified
0	0		LITTLE ROCK ADAMS FD	34.73	-92.23	84.12480000000001				13963	19370201.0	19390101.0		0.0		WBAN	0-20500-0-13963	north little rock	5.5	34.7694444	-92.2669444																						[34.73, 34.73]	[-92.23, -92.23]	era5.conv._1:72340	era5_2	19620304	19731231	1:72340	0-20000-0-72340	[38, 85, 104, 105, 106, 107, 117]	identified
1	1		LITTLE ROCK WBAS AP	34.73	-92.23	84.12480000000001				13963	19460801.0	19460831.0		0.0		WBAN	0-20500-0-13963	north little rock	5.5	34.7694444	-92.2669444																						[34.73, 34.73]	[-92.23, -92.23]	era5.conv._1:72340	era5_2	19620304	19731231	1:72340	0-20000-0-72340	[38, 85, 104, 105, 106, 107, 117]	identified
2	2		LITTLE ROCK FCWOS AP	34.73	-92.23	84.42960000000001				13963	19950101.0	19981028.0		0.0		WBAN	0-20500-0-13963	north little rock	5.5	34.7694444	-92.2669444																						[34.73, 34.73]	[-92.23, -92.23]	era5.conv._1:72340	era5_2	19620304	19731231	1:72340	0-20000-0-72340	[38, 85, 104, 105, 106, 107, 117]	identified
3	3		LITTLE ROCK FCWOS AP	34.73	-92.23	84.42960000000001				13963	19910502.0	19950101.0		0.0		WBAN	0-20500-0-13963	north little rock	5.5	34.7694444	-92.2669444																						[34.73, 34.73]	[-92.23, -92.23]	era5.conv._1:72340	era5_2	19620304	19731231	1:72340	0-20000-0-72340	[38, 85, 104, 105, 106, 107, 117]	identified
4	4		LITTLE ROCK FAA ARPT	34.73	-92.23	84.42960000000001				13963	19811231.0	19910502.0		0.0		WBAN	0-20500-0-13963	north little rock	5.5	34.7694444	-92.2669444																						[34.73, 34.73]	[-92.23, -92.23]	era5.conv._1:72340	era5_2	19620304	19731231	1:72340	0-20000-0-72340	[38, 85, 104, 105, 106, 107, 117]	identified
5	5		LITTLE ROCK FAA ARPT	34.73	-92.23	84.42960000000001				13963	19760101.0	19811231.0		0.0		WBAN	0-20500-0-13963	north little rock	5.5	34.7694444	-92.2669444																						[34.73, 34.73]	[-92.23, -92.23]	era5.conv._1:72340	era5_2	19620304	19731231	1:72340	0-20000-0-72340	[38, 85, 104, 105, 106, 107, 117]	identified
6	6		LITTLE ROCK ADAMS FD	34.73	-92.23	78.9432				13963	19340101.0	19351231.0		0.0		WBAN	0-20500-0-13963	north little rock	5.5	34.7694444	-92.2669444																						[34.73, 34.73]	[-92.23, -92.23]	era5.conv._1:72340	era5_2	19620304	19731231	1:72340	0-20000-0-72340	[38, 85, 104, 105, 106, 107, 117]	identified
7	7		LITTLE ROCK ADAMS FD	34.73	-92.23	84.12480000000001				13963	19460101.0	19460801.0		0.0		WBAN	0-20500-0-13963	north little rock	5.5	34.7694444	-92.2669444																						[34.73, 34.73]	[-92.23, -92.23]	era5.conv._1:72340	era5_2	19620304	19731231	1:72340	0-20000-0-72340	[38, 85, 104, 105, 106, 107, 117]	identified
