level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	inventory	WIGOS_calc	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	GCOS	ASECNA	Frequency per day	SOP frequency	IOP frequency	Upgraded ground station	2006 Success Rate (%)	Best 2006 Monthly success (%)	min_date	max_date	files	conv_lat	conv_lon	COUNTRY	#_OF _SOUNDINGS	YEARS	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables	kind
0	0	0-20000-0-93805	PUYSEGUR POINT AWS	-46.15611111111111	166.61277777777778	44.3	Surface land meteorological station (SYNOP), RBSN(S), GOS	46 09 22S	166 36 46E	93805	999.0	999.0	False	13784.9		OSCAR	0-20000-0-93805	tallahassee	7.9	30.43805560000001	-84.2808333																						[30.4, 30.4]	[-84.35, -84.35]	era5.conv._93805	era5_2	19570901	19590630	93805	0-20000-0-72214	[104, 105, 106, 107, 117]	identified
1	1	0-20000-0-72214	TALLAHASSEE/MUN.,  FL.	30.44611111111111	-84.29944444444445	52.8	Upper-air / Radiosonde station, Surface land meteorological station (SYNOP), GOS, RBSN(ST), CLIMAT(C)	30 26 46N	084 17 58W	72214	999.0	999.0	True	7.1		OSCAR	0-20000-0-72214	tallahassee	7.9	30.43805560000001	-84.2808333																						[30.4, 30.4]	[-84.35, -84.35]	era5.conv._93805	era5_2	19570901	19590630	93805	0-20000-0-72214	[104, 105, 106, 107, 117]	identified
0	0		TALLAHASSEE/MUN.	30.4461	-84.2994	52.8				72214	1940.0	2021.0	True	7.1		IGRA2	0-20300-0-72214	tallahassee	7.9	30.43805560000001	-84.2808333	USM00072214																					[30.4, 30.4]	[-84.35, -84.35]	era5.conv._93805	era5_2	19570901	19590630	93805	0-20000-0-72214	[104, 105, 106, 107, 117]	identified
0	0		TALLAHASSEE WSO AP	30.39	-84.35	16.764				93805	19960401.0	99991231.0		1.1		WBAN	0-20500-0-93805	tallahassee	7.9	30.43805560000001	-84.2808333		72214.0																				[30.4, 30.4]	[-84.35, -84.35]	era5.conv._93805	era5_2	19570901	19590630	93805	0-20000-0-72214	[104, 105, 106, 107, 117]	identified
1	1		TALLAHASSEE	30.4	-84.33	19.2024				93805	19950426.0	99991231.0		1.9		WBAN	0-20500-0-93805	tallahassee	7.9	30.43805560000001	-84.2808333																						[30.4, 30.4]	[-84.35, -84.35]	era5.conv._93805	era5_2	19570901	19590630	93805	0-20000-0-72214	[104, 105, 106, 107, 117]	identified
2	2		TALLAHASSEE WSO AP	30.38	-84.37	17.6784				93805	19610329.0	19690101.0		2.9		WBAN	0-20500-0-93805	tallahassee	7.9	30.43805560000001	-84.2808333		72214.0																				[30.4, 30.4]	[-84.35, -84.35]	era5.conv._93805	era5_2	19570901	19590630	93805	0-20000-0-72214	[104, 105, 106, 107, 117]	identified
3	3		TALLAHASSEE WSO AP	30.38	-84.37	17.6784				93805	19690101.0	19730101.0		2.9		WBAN	0-20500-0-93805	tallahassee	7.9	30.43805560000001	-84.2808333		72214.0																				[30.4, 30.4]	[-84.35, -84.35]	era5.conv._93805	era5_2	19570901	19590630	93805	0-20000-0-72214	[104, 105, 106, 107, 117]	identified
4	4		TALLAHASSEE WSO AP	30.38	-84.37	17.6784				93805	19730101.0	19850212.0		2.9		WBAN	0-20500-0-93805	tallahassee	7.9	30.43805560000001	-84.2808333		72214.0																				[30.4, 30.4]	[-84.35, -84.35]	era5.conv._93805	era5_2	19570901	19590630	93805	0-20000-0-72214	[104, 105, 106, 107, 117]	identified
5	5		TALLAHASSEE WSO AP	30.38	-84.37	16.764				93805	19850212.0	19910601.0		2.9		WBAN	0-20500-0-93805	tallahassee	7.9	30.43805560000001	-84.2808333		72214.0																				[30.4, 30.4]	[-84.35, -84.35]	era5.conv._93805	era5_2	19570901	19590630	93805	0-20000-0-72214	[104, 105, 106, 107, 117]	identified
6	6		TALLAHASSEE WSO AP	30.38	-84.37	16.764				93805	19910601.0	19950101.0		2.9		WBAN	0-20500-0-93805	tallahassee	7.9	30.43805560000001	-84.2808333		72214.0																				[30.4, 30.4]	[-84.35, -84.35]	era5.conv._93805	era5_2	19570901	19590630	93805	0-20000-0-72214	[104, 105, 106, 107, 117]	identified
7	7		TALLAHASSEE WSO AP	30.38	-84.37	16.764				93805	19950101.0	19960401.0		2.9		WBAN	0-20500-0-93805	tallahassee	7.9	30.43805560000001	-84.2808333		72214.0																				[30.4, 30.4]	[-84.35, -84.35]	era5.conv._93805	era5_2	19570901	19590630	93805	0-20000-0-72214	[104, 105, 106, 107, 117]	identified
8	8		TALLAHASSEE MABRY	30.43	-84.33	21.031200000000002				13808	19420501.0	19441031.0		3.8		WBAN	0-20500-0-13808	tallahassee	7.9	30.43805560000001	-84.2808333																						[30.4, 30.4]	[-84.35, -84.35]	era5.conv._93805	era5_2	19570901	19590630	93805	0-20000-0-72214	[104, 105, 106, 107, 117]	identified
9	9		TALLAHASSEE MABRY FD	30.43	-84.33	21.031200000000002				93805	19370201.0	19400229.0		3.8		WBAN	0-20500-0-93805	tallahassee	7.9	30.43805560000001	-84.2808333																						[30.4, 30.4]	[-84.35, -84.35]	era5.conv._93805	era5_2	19570901	19590630	93805	0-20000-0-72214	[104, 105, 106, 107, 117]	identified
10	10		TALLAHASSEE WSO AP	30.43	-84.33	21.031200000000002				93805	19400301.0	19610329.0		3.8		WBAN	0-20500-0-93805	tallahassee	7.9	30.43805560000001	-84.2808333																						[30.4, 30.4]	[-84.35, -84.35]	era5.conv._93805	era5_2	19570901	19590630	93805	0-20000-0-72214	[104, 105, 106, 107, 117]	identified
0	0															CHUAN	0-20400-0-nan	tallahassee	7.9	30.43805560000001	-84.2808333																						[30.4, 30.4]	[-84.35, -84.35]	era5.conv._93805	era5_2	19570901	19590630	93805	0-20000-0-72214	[104, 105, 106, 107, 117]	identified
0	0		KTLH Tallahassee AP - NWS Office, Tallahassee Regional AP, 3238 Capitol Circle SW, Tallahassee, FL  32310 (WBAN=93805)	30.4	-84.35	-999.0				72214				0.0		SCHROEDER	0-20600-0-72214	tallahassee	7.9	30.43805560000001	-84.2808333		72214	2378.0	1974-05-28 00:00:00	2006-03-13 00:00:00																	[30.4, 30.4]	[-84.35, -84.35]	era5.conv._93805	era5_2	19570901	19590630	93805	0-20000-0-72214	[104, 105, 106, 107, 117]	identified
