level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	inventory	WIGOS_calc	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	GCOS	ASECNA	Frequency per day	SOP frequency	IOP frequency	Upgraded ground station	2006 Success Rate (%)	Best 2006 Monthly success (%)	min_date	max_date	files	conv_lat	conv_lon	COUNTRY	#_OF _SOUNDINGS	YEARS	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables	kind
0	0	0-20000-0-72240	LAKE CHARLES/MUN., LA.	30.12527777777778	-93.21611111111112	5.9	Upper-air / Radiosonde station, Surface land meteorological station (SYNOP), GOS, CLIMAT(C), RBSN(ST)	30 07 31N	093 12 58W	72240	999.0	999.0	True	12.3		OSCAR	0-20000-0-72240	lake charles	6.5	30.2263889	-93.2172222																						[30.22, 30.22]	[-93.15, -93.15]	era5.conv._13941	era5_2	19570901	19611231	13941	0-20000-0-72240	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
0	0		LAKE CHARLES/MUN.	30.1253	-93.2161	4.8				72240	1940.0	2021.0	True	12.3		IGRA2	0-20300-0-72240	lake charles	6.5	30.2263889	-93.2172222	USM00072240																					[30.22, 30.22]	[-93.15, -93.15]	era5.conv._13941	era5_2	19570901	19611231	13941	0-20000-0-72240	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
0	0		LAKE CHARLES CHENAULT	30.22	-93.15	4.8768				13941	19611101.0	19611130.0		0.0		WBAN	0-20500-0-13941	lake charles	6.5	30.2263889	-93.2172222																						[30.22, 30.22]	[-93.15, -93.15]	era5.conv._13941	era5_2	19570901	19611231	13941	0-20000-0-72240	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
1	1		LAKE CHARLES WB AIRP	30.22	-93.15	4.8768				13941	19611130.0	19611231.0		0.0		WBAN	0-20500-0-13941	lake charles	6.5	30.2263889	-93.2172222																						[30.22, 30.22]	[-93.15, -93.15]	era5.conv._13941	era5_2	19570901	19611231	13941	0-20000-0-72240	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
2	2		LAKE CHARLES WB AIRP	30.22	-93.15	4.8768				13941	19450901.0	19451001.0		0.0		WBAN	0-20500-0-13941	lake charles	6.5	30.2263889	-93.2172222																						[30.22, 30.22]	[-93.15, -93.15]	era5.conv._13941	era5_2	19570901	19611231	13941	0-20000-0-72240	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
3	3		LAKE CHARLES WB AIRP	30.22	-93.15	4.8768				13941	19441031.0	19450901.0		0.0		WBAN	0-20500-0-13941	lake charles	6.5	30.2263889	-93.2172222																						[30.22, 30.22]	[-93.15, -93.15]	era5.conv._13941	era5_2	19570901	19611231	13941	0-20000-0-72240	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
4	4		LAKE CHARLES WB AIRP	30.22	-93.15	4.8768				13941	19420501.0	19441031.0		0.0		WBAN	0-20500-0-13941	lake charles	6.5	30.2263889	-93.2172222																						[30.22, 30.22]	[-93.15, -93.15]	era5.conv._13941	era5_2	19570901	19611231	13941	0-20000-0-72240	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
5	5		LAKE CHARLES CHENAULT	30.22	-93.15	4.8768				13941	19551231.0	19611101.0		0.0		WBAN	0-20500-0-13941	lake charles	6.5	30.2263889	-93.2172222																						[30.22, 30.22]	[-93.15, -93.15]	era5.conv._13941	era5_2	19570901	19611231	13941	0-20000-0-72240	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
6	6		LAKE CHARLES CHENAULT	30.22	-93.15	4.8768				13941	19550101.0	19551231.0		0.0		WBAN	0-20500-0-13941	lake charles	6.5	30.2263889	-93.2172222																						[30.22, 30.22]	[-93.15, -93.15]	era5.conv._13941	era5_2	19570901	19611231	13941	0-20000-0-72240	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
7	7		LAKE CHARLES CHENAULT	30.22	-93.15	4.8768				13941	19521201.0	19550101.0		0.0		WBAN	0-20500-0-13941	lake charles	6.5	30.2263889	-93.2172222																						[30.22, 30.22]	[-93.15, -93.15]	era5.conv._13941	era5_2	19570901	19611231	13941	0-20000-0-72240	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
8	8		LAKE CHARLES CHENAULT	30.22	-93.15	4.8768				13941	19451001.0	19451031.0		0.0		WBAN	0-20500-0-13941	lake charles	6.5	30.2263889	-93.2172222																						[30.22, 30.22]	[-93.15, -93.15]	era5.conv._13941	era5_2	19570901	19611231	13941	0-20000-0-72240	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
9	9		LAKE CHARLES CHENAULT	30.22	-93.15	4.8768				13941	19451031.0	19461231.0		0.0		WBAN	0-20500-0-13941	lake charles	6.5	30.2263889	-93.2172222																						[30.22, 30.22]	[-93.15, -93.15]	era5.conv._13941	era5_2	19570901	19611231	13941	0-20000-0-72240	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
10	10		LAKE CHARLES CHENAULT	30.22	-93.15	4.8768				13941	19461231.0	19521201.0		0.0		WBAN	0-20500-0-13941	lake charles	6.5	30.2263889	-93.2172222																						[30.22, 30.22]	[-93.15, -93.15]	era5.conv._13941	era5_2	19570901	19611231	13941	0-20000-0-72240	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
11	11		LAKE CHARLES WB AIRP	30.22	-93.17	4.8768				13941	19620101.0	19630331.0		1.9		WBAN	0-20500-0-13941	lake charles	6.5	30.2263889	-93.2172222																						[30.22, 30.22]	[-93.15, -93.15]	era5.conv._13941	era5_2	19570901	19611231	13941	0-20000-0-72240	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
12	12		LAKE CHARLES WB AIRP	30.23	-93.22	10.0584				13941	19370101.0	19381231.0		6.8		WBAN	0-20500-0-13941	lake charles	6.5	30.2263889	-93.2172222																						[30.22, 30.22]	[-93.15, -93.15]	era5.conv._13941	era5_2	19570901	19611231	13941	0-20000-0-72240	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
13	13		LAKE CHARLES WB AIRP	30.25	-93.22	4.8768				13941	19320601.0	19361231.0		7.5		WBAN	0-20500-0-13941	lake charles	6.5	30.2263889	-93.2172222																						[30.22, 30.22]	[-93.15, -93.15]	era5.conv._13941	era5_2	19570901	19611231	13941	0-20000-0-72240	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
14	14		LAKE CHARLES WB AIRP	30.22	-93.23	3.9624				13941	19180101.0	19301231.0		7.7		WBAN	0-20500-0-13941	lake charles	6.5	30.2263889	-93.2172222																						[30.22, 30.22]	[-93.15, -93.15]	era5.conv._13941	era5_2	19570901	19611231	13941	0-20000-0-72240	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
15	15		LAKE CHARLES NWSO	30.12	-93.22	5.1816				3937	19940615.0	19950101.0		13.0		WBAN	0-20500-0-3937	lake charles	6.5	30.2263889	-93.2172222		72240.0																				[30.22, 30.22]	[-93.15, -93.15]	era5.conv._13941	era5_2	19570901	19611231	13941	0-20000-0-72240	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
16	16		LAKE CHARLES	30.12	-93.22	3.9624				3937	19950511.0	99991231.0		13.0		WBAN	0-20500-0-3937	lake charles	6.5	30.2263889	-93.2172222																						[30.22, 30.22]	[-93.15, -93.15]	era5.conv._13941	era5_2	19570901	19611231	13941	0-20000-0-72240	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
17	17		LAKE CHARLES RGNL AP	30.12	-93.22	4.8768				3937	19610301.0	19611101.0		13.0		WBAN	0-20500-0-3937	lake charles	6.5	30.2263889	-93.2172222		72240.0																				[30.22, 30.22]	[-93.15, -93.15]	era5.conv._13941	era5_2	19570901	19611231	13941	0-20000-0-72240	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
18	18		LAKE CHARLES WSO AP	30.12	-93.22	5.1816				3937	19880701.0	19940615.0		13.0		WBAN	0-20500-0-3937	lake charles	6.5	30.2263889	-93.2172222		72240.0																				[30.22, 30.22]	[-93.15, -93.15]	era5.conv._13941	era5_2	19570901	19611231	13941	0-20000-0-72240	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
19	19		LAKE CHARLES WSO ARPT	30.12	-93.22	5.1816				3937	19611113.0	19730101.0		13.0		WBAN	0-20500-0-3937	lake charles	6.5	30.2263889	-93.2172222		72240.0																				[30.22, 30.22]	[-93.15, -93.15]	era5.conv._13941	era5_2	19570901	19611231	13941	0-20000-0-72240	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
20	20		LAKE CHARLES WSO ARPT	30.12	-93.22	5.1816				3937	19730101.0	19811231.0		13.0		WBAN	0-20500-0-3937	lake charles	6.5	30.2263889	-93.2172222		72240.0																				[30.22, 30.22]	[-93.15, -93.15]	era5.conv._13941	era5_2	19570901	19611231	13941	0-20000-0-72240	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
21	21		LAKE CHARLES WSO ARPT	30.12	-93.22	5.1816				3937	19820101.0	19880701.0		13.0		WBAN	0-20500-0-3937	lake charles	6.5	30.2263889	-93.2172222		72240.0																				[30.22, 30.22]	[-93.15, -93.15]	era5.conv._13941	era5_2	19570901	19611231	13941	0-20000-0-72240	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
22	22		LAKE CHARLES WSO ARPT	30.12	-93.22	5.1816				3937	19611101.0	19611113.0		13.0		WBAN	0-20500-0-3937	lake charles	6.5	30.2263889	-93.2172222		72240.0																				[30.22, 30.22]	[-93.15, -93.15]	era5.conv._13941	era5_2	19570901	19611231	13941	0-20000-0-72240	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
23	23		LAKE CHARLES NWSO	30.12	-93.22	5.1816				3937	19950101.0	19960101.0		13.0		WBAN	0-20500-0-3937	lake charles	6.5	30.2263889	-93.2172222		72240.0																				[30.22, 30.22]	[-93.15, -93.15]	era5.conv._13941	era5_2	19570901	19611231	13941	0-20000-0-72240	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
