level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	inventory	WIGOS_calc	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	GCOS	ASECNA	Frequency per day	SOP frequency	IOP frequency	Upgraded ground station	2006 Success Rate (%)	Best 2006 Monthly success (%)	min_date	max_date	files	conv_lat	conv_lon	COUNTRY	#_OF _SOUNDINGS	YEARS	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables	kind
0	0	0-20000-0-12982	SZEGED külterület	46.25611111111111	20.090555555555554	83.0	Climatological station, Upper-air / Radiosonde station, Surface land meteorological station (SYNOP), GOS, RBSN(ST), CLIMAT(C), RBCN	46 15 22N	020 05 26E	12982	999	999	True	4.9		OSCAR	0-20000-0-12982	szeged	5.1	46.25	20.166667																						[46.3, 46.25]	[20.1, 20.1]	era5.conv._1:12982	era5_2	19540101	19771231	1:12982	0-20000-0-12982	[38, 85, 104, 105, 106, 107, 117]	identified
0	0		SZEGED	46.25	20.1	82.0				12982	1965	2021	True	5.6		IGRA2	0-20300-0-12982	szeged	5.1	46.25	20.166667	HUM00012982																					[46.3, 46.25]	[20.1, 20.1]	era5.conv._1:12982	era5_2	19540101	19771231	1:12982	0-20000-0-12982	[38, 85, 104, 105, 106, 107, 117]	identified
0	0															WBAN	0-20500-0-nan	szeged	5.1	46.25	20.166667																						[46.3, 46.25]	[20.1, 20.1]	era5.conv._1:12982	era5_2	19540101	19771231	1:12982	0-20000-0-12982	[38, 85, 104, 105, 106, 107, 117]	identified
0	0		Szeged	46.25	20.15	80				5350	-999-999	-999-999		6.8		CHUAN	0-20400-0-5350	szeged	5.1	46.25	20.166667		-999																				[46.3, 46.25]	[20.1, 20.1]	era5.conv._1:12982	era5_2	19540101	19771231	1:12982	0-20000-0-12982	[38, 85, 104, 105, 106, 107, 117]	identified
1	1		Szeged	46.25	20.15	80				5349	-999-999	-999-999		6.8		CHUAN	0-20400-0-5349	szeged	5.1	46.25	20.166667		-999																				[46.3, 46.25]	[20.1, 20.1]	era5.conv._1:12982	era5_2	19540101	19771231	1:12982	0-20000-0-12982	[38, 85, 104, 105, 106, 107, 117]	identified
0	0		Szeged AP, Hungary	46.25	20.1	-999				12982				5.6		SCHROEDER	0-20600-0-12982	szeged	5.1	46.25	20.166667		12982	521.0	1965-04-05 00:00:00	1995-04-28 00:00:00																	[46.3, 46.25]	[20.1, 20.1]	era5.conv._1:12982	era5_2	19540101	19771231	1:12982	0-20000-0-12982	[38, 85, 104, 105, 106, 107, 117]	identified
1	1		(made up station ID) Szeged atmospheric profiler, Hungary	46.4	20.2	-999				12981				13.5		SCHROEDER	0-20600-0-12981	szeged	5.1	46.25	20.166667		12981	520.0	9999999	9999999																	[46.3, 46.25]	[20.1, 20.1]	era5.conv._1:12982	era5_2	19540101	19771231	1:12982	0-20000-0-12982	[38, 85, 104, 105, 106, 107, 117]	identified
0	0		SZEGED                  0	46.25	20.1	82.0				12982				5.6		WMO	0-20700-0-12982	szeged	5.1	46.25	20.166667		12982	920.0																			[46.3, 46.25]	[20.1, 20.1]	era5.conv._1:12982	era5_2	19540101	19771231	1:12982	0-20000-0-12982	[38, 85, 104, 105, 106, 107, 117]	identified
0	0															AMMA	0-20800-0-nan	szeged	5.1	46.25	20.166667																						[46.3, 46.25]	[20.1, 20.1]	era5.conv._1:12982	era5_2	19540101	19771231	1:12982	0-20000-0-12982	[38, 85, 104, 105, 106, 107, 117]	identified
0	0															HARA	0-20111-0-nan	szeged	5.1	46.25	20.166667																						[46.3, 46.25]	[20.1, 20.1]	era5.conv._1:12982	era5_2	19540101	19771231	1:12982	0-20000-0-12982	[38, 85, 104, 105, 106, 107, 117]	identified
