level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	inventory	WIGOS_calc	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	GCOS	ASECNA	Frequency per day	SOP frequency	IOP frequency	Upgraded ground station	2006 Success Rate (%)	Best 2006 Monthly success (%)	min_date	max_date	files	conv_lat	conv_lon	COUNTRY	#_OF _SOUNDINGS	YEARS	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables	kind
0	0	0-20000-0-72288	BURBANK, CA	34.20055555555556	-118.35749999999999		Surface land meteorological station (SYNOP), GOS	34 12 02N	118 21 27W	72288	999	999	False	4.1		OSCAR	0-20000-0-72288	burbank	1.1	34.1808333	-118.3080556																						[34.18, 34.18]	[-118.32, -118.32]	era5.conv._2:23150	era5_2	19440628	19440706	2:23150	0-20000-0-72288	[104, 105, 106, 107]	identified
1	1	0-20000-0-72289	MOUNT WILSON, CA.	34.233333333333334	-118.06666666666666		Surface land meteorological station (SYNOP), GOS	34 14 00N	118 04 00W	72289	999	999	False	24.1		OSCAR	0-20000-0-72289	burbank	1.1	34.1808333	-118.3080556																						[34.18, 34.18]	[-118.32, -118.32]	era5.conv._2:23150	era5_2	19440628	19440706	2:23150	0-20000-0-72288	[104, 105, 106, 107]	identified
2	2	0-20000-0-72295	LOS ANGELES /INT.,  CA.	33.93333333333333	-118.4	32.0	Climatological station, Surface land meteorological station (SYNOP), RBCN, RBSN(S), GOS, CLIMAT(C)	33 56 00N	118 24 00W	72295	999	999	False	28.3		OSCAR	0-20000-0-72295	burbank	1.1	34.1808333	-118.3080556																						[34.18, 34.18]	[-118.32, -118.32]	era5.conv._2:23150	era5_2	19440628	19440706	2:23150	0-20000-0-72288	[104, 105, 106, 107]	identified
0	0		GLENDALE	34.1667	-118.3	152.1				93130	1929	1931	True	2.4		IGRA2	0-20300-0-93130	burbank	1.1	34.1808333	-118.3080556	USW00093130																					[34.18, 34.18]	[-118.32, -118.32]	era5.conv._2:23150	era5_2	19440628	19440706	2:23150	0-20000-0-72288	[104, 105, 106, 107]	identified
1	1		BURBANK	34.2	-118.3667	221.0				23152	1931	1947	True	4.8		IGRA2	0-20300-0-23152	burbank	1.1	34.1808333	-118.3080556	USW00023152																					[34.18, 34.18]	[-118.32, -118.32]	era5.conv._2:23150	era5_2	19440628	19440706	2:23150	0-20000-0-72288	[104, 105, 106, 107]	identified
2	2		LOS ANGELES INTL	33.933	-118.4	32.0				72295	1926	1979	True	28.4		IGRA2	0-20300-0-72295	burbank	1.1	34.1808333	-118.3080556	USM00072295																					[34.18, 34.18]	[-118.32, -118.32]	era5.conv._2:23150	era5_2	19440628	19440706	2:23150	0-20000-0-72288	[104, 105, 106, 107]	identified
0	0		BURBANK	34.18	-118.32	235.9152				23150	19440601	19440731		0.0		WBAN	0-20500-0-23150	burbank	1.1	34.1808333	-118.3080556																						[34.18, 34.18]	[-118.32, -118.32]	era5.conv._2:23150	era5_2	19440628	19440706	2:23150	0-20000-0-72288	[104, 105, 106, 107]	identified
1	1		GLENDALE	34.17	-118.3	152.0952				93130	19460301	19550331		2.2		WBAN	0-20500-0-93130	burbank	1.1	34.1808333	-118.3080556																						[34.18, 34.18]	[-118.32, -118.32]	era5.conv._2:23150	era5_2	19440628	19440706	2:23150	0-20000-0-72288	[104, 105, 106, 107]	identified
2	2		GLENDALE	34.17	-118.3	142.0368				93130	19350701	19360531		2.2		WBAN	0-20500-0-93130	burbank	1.1	34.1808333	-118.3080556																						[34.18, 34.18]	[-118.32, -118.32]	era5.conv._2:23150	era5_2	19440628	19440706	2:23150	0-20000-0-72288	[104, 105, 106, 107]	identified
3	3		GLENDALE	34.17	-118.3	142.0368				93130	19371201	19420430		2.2		WBAN	0-20500-0-93130	burbank	1.1	34.1808333	-118.3080556																						[34.18, 34.18]	[-118.32, -118.32]	era5.conv._2:23150	era5_2	19440628	19440706	2:23150	0-20000-0-72288	[104, 105, 106, 107]	identified
4	4		GLENDALE	34.17	-118.3	142.0368				93130	19360531	19371201		2.2		WBAN	0-20500-0-93130	burbank	1.1	34.1808333	-118.3080556																						[34.18, 34.18]	[-118.32, -118.32]	era5.conv._2:23150	era5_2	19440628	19440706	2:23150	0-20000-0-72288	[104, 105, 106, 107]	identified
5	5		GLENDALE AAF	34.15	-118.3	141.1224				23116	19440101	19451231		3.8		WBAN	0-20500-0-23116	burbank	1.1	34.1808333	-118.3080556																						[34.18, 34.18]	[-118.32, -118.32]	era5.conv._2:23150	era5_2	19440628	19440706	2:23150	0-20000-0-72288	[104, 105, 106, 107]	identified
6	6		BURBANK-GLEN-PAS AP	34.2	-118.36	225.85680000000002				23152	19980522	99991231		4.3		WBAN	0-20500-0-23152	burbank	1.1	34.1808333	-118.3080556																						[34.18, 34.18]	[-118.32, -118.32]	era5.conv._2:23150	era5_2	19440628	19440706	2:23150	0-20000-0-72288	[104, 105, 106, 107]	identified
7	7		BURBANK WB AIRPORT	34.2	-118.37	220.98000000000002				23152	19391201	19391231		5.1		WBAN	0-20500-0-23152	burbank	1.1	34.1808333	-118.3080556																						[34.18, 34.18]	[-118.32, -118.32]	era5.conv._2:23150	era5_2	19440628	19440706	2:23150	0-20000-0-72288	[104, 105, 106, 107]	identified
8	8		BURBANK WB AIRPORT	34.2	-118.37	220.98000000000002				23152	19391231	19660901		5.1		WBAN	0-20500-0-23152	burbank	1.1	34.1808333	-118.3080556																						[34.18, 34.18]	[-118.32, -118.32]	era5.conv._2:23150	era5_2	19440628	19440706	2:23150	0-20000-0-72288	[104, 105, 106, 107]	identified
9	9		BURBANK WB AIRPORT	34.2	-118.37	220.98000000000002				23152	19660901	19660928		5.1		WBAN	0-20500-0-23152	burbank	1.1	34.1808333	-118.3080556																						[34.18, 34.18]	[-118.32, -118.32]	era5.conv._2:23150	era5_2	19440628	19440706	2:23150	0-20000-0-72288	[104, 105, 106, 107]	identified
10	10		BURBANK-GLEN-PAS AP	34.2	-118.37	220.98000000000002				23152	19660930	19670101		5.1		WBAN	0-20500-0-23152	burbank	1.1	34.1808333	-118.3080556																						[34.18, 34.18]	[-118.32, -118.32]	era5.conv._2:23150	era5_2	19440628	19440706	2:23150	0-20000-0-72288	[104, 105, 106, 107]	identified
11	11		BURBANK-GLEN-PAS AP	34.2	-118.37	213.0552				23152	19670101	19700101		5.1		WBAN	0-20500-0-23152	burbank	1.1	34.1808333	-118.3080556																						[34.18, 34.18]	[-118.32, -118.32]	era5.conv._2:23150	era5_2	19440628	19440706	2:23150	0-20000-0-72288	[104, 105, 106, 107]	identified
12	12		BURBANK-GLEN-PAS AP	34.2	-118.37	225.85680000000002				23152	19700101	19930101		5.1		WBAN	0-20500-0-23152	burbank	1.1	34.1808333	-118.3080556																						[34.18, 34.18]	[-118.32, -118.32]	era5.conv._2:23150	era5_2	19440628	19440706	2:23150	0-20000-0-72288	[104, 105, 106, 107]	identified
