level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	WIGOS_calc	inventory	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables
0	0																OSCAR	gravesend	9.3	51.43333300000001	0.366667						[51.35, 51.35]	[0.35, 0.35]	era5.3188.conv.C:5229	era5_3188	19281114	19281117	C:5229	0-20500-0-35054	[106, 107]
0	0															0-20300-0-nan	IGRA2	gravesend	9.3	51.43333300000001	0.366667						[51.35, 51.35]	[0.35, 0.35]	era5.3188.conv.C:5229	era5_3188	19281114	19281117	C:5229	0-20500-0-35054	[106, 107]
0	0		WEST MALLING	51.28	0.4	91.1352				35054.0	19601201	19640630		8.5		0-20500-0-35054	WBAN	gravesend	9.3	51.43333300000001	0.366667						[51.35, 51.35]	[0.35, 0.35]	era5.3188.conv.C:5229	era5_3188	19281114	19281117	C:5229	0-20500-0-35054	[106, 107]
0	0		Manston	51.35	0.35	43				5229.0	-999-999	-999-999		0.0		0-20400-0-5229	CHUAN	gravesend	9.3	51.43333300000001	0.366667		-999				[51.35, 51.35]	[0.35, 0.35]	era5.3188.conv.C:5229	era5_3188	19281114	19281117	C:5229	0-20500-0-35054	[106, 107]
1	2		Biggin Hill	51.32	0.05	182				5064.0	-999-999	-999-999		21.2		0-20400-0-5064	CHUAN	gravesend	9.3	51.43333300000001	0.366667		-999				[51.35, 51.35]	[0.35, 0.35]	era5.3188.conv.C:5229	era5_3188	19281114	19281117	C:5229	0-20500-0-35054	[106, 107]
2	4		Grain	51.45	0.72	3				6083.0	-999-999	-999-999		28.0		0-20400-0-6083	CHUAN	gravesend	9.3	51.43333300000001	0.366667		-999				[51.35, 51.35]	[0.35, 0.35]	era5.3188.conv.C:5229	era5_3188	19281114	19281117	C:5229	0-20500-0-35054	[106, 107]
0	0															0-20600-0-nan	SCHROEDER	gravesend	9.3	51.43333300000001	0.366667						[51.35, 51.35]	[0.35, 0.35]	era5.3188.conv.C:5229	era5_3188	19281114	19281117	C:5229	0-20500-0-35054	[106, 107]
0	0															0-20700-0-nan	WMO	gravesend	9.3	51.43333300000001	0.366667						[51.35, 51.35]	[0.35, 0.35]	era5.3188.conv.C:5229	era5_3188	19281114	19281117	C:5229	0-20500-0-35054	[106, 107]
