level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	inventory	WIGOS_calc	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables
0	0	0-20000-0-07650	MARIGNANE	43.437777777777775	5.216111111111111	32.0	Climatological station, Surface land meteorological station (SYNOP), GOS, CLIMAT(C), RBSN(S), GSN, RBCN	43 26 16N	005 12 58E	07650	999	999	False	2.0		OSCAR	0-20000-0-07650	marignane	0.6	43.416043	5.214526						[43.42, 43.42]	[5.22, 5.22]	era5.3188.conv.C:5712	era5_3188	19220421	19310419	C:5712	0-20000-0-07650	[106, 107]
1	1	0-20000-0-07648	SALON DE PROVENCE	43.603611111111114	5.104166666666666	59.0	Surface land meteorological station (SYNOP), GOS	43 36 13N	005 06 15E	07648	999	999	False	22.4		OSCAR	0-20000-0-07648	marignane	0.6	43.416043	5.214526						[43.42, 43.42]	[5.22, 5.22]	era5.3188.conv.C:5712	era5_3188	19220421	19310419	C:5712	0-20000-0-07650	[106, 107]
2	2	0-20000-0-07647	ISTRES	43.52305555555555	4.9222222222222225	24.0	Surface land meteorological station (SYNOP), GOS	43 31 23N	004 55 20E	07647	999	999	False	26.7		OSCAR	0-20000-0-07647	marignane	0.6	43.416043	5.214526						[43.42, 43.42]	[5.22, 5.22]	era5.3188.conv.C:5712	era5_3188	19220421	19310419	C:5712	0-20000-0-07650	[106, 107]
0	0															IGRA2	0-20300-0-nan	marignane	0.6	43.416043	5.214526						[43.42, 43.42]	[5.22, 5.22]	era5.3188.conv.C:5712	era5_3188	19220421	19310419	C:5712	0-20000-0-07650	[106, 107]
0	0		MARSEILLE	43.43	5.22	12.192				34012	19431201	19440930		1.1		WBAN	0-20500-0-34012	marignane	0.6	43.416043	5.214526						[43.42, 43.42]	[5.22, 5.22]	era5.3188.conv.C:5712	era5_3188	19220421	19310419	C:5712	0-20000-0-07650	[106, 107]
1	1		ISTRES	43.5	4.95	24.0792				34018	19450401	19470430		23.6		WBAN	0-20500-0-34018	marignane	0.6	43.416043	5.214526						[43.42, 43.42]	[5.22, 5.22]	era5.3188.conv.C:5712	era5_3188	19220421	19310419	C:5712	0-20000-0-07650	[106, 107]
2	2		SALON DE PROVINCE	43.63	5.1	91.1352				34023	19440801	19440930		25.3		WBAN	0-20500-0-34023	marignane	0.6	43.416043	5.214526						[43.42, 43.42]	[5.22, 5.22]	era5.3188.conv.C:5712	era5_3188	19220421	19310419	C:5712	0-20000-0-07650	[106, 107]
0	0		Marignane	43.42	5.22	15				5712	-999-999	-999-999		0.0		CHUAN	0-20400-0-5712	marignane	0.6	43.416043	5.214526		-999				[43.42, 43.42]	[5.22, 5.22]	era5.3188.conv.C:5712	era5_3188	19220421	19310419	C:5712	0-20000-0-07650	[106, 107]
1	1		Marignane	43.437	5.216	9				4509	192001	-999-999		1.9		CHUAN	0-20400-0-4509	marignane	0.6	43.416043	5.214526		07650				[43.42, 43.42]	[5.22, 5.22]	era5.3188.conv.C:5712	era5_3188	19220421	19310419	C:5712	0-20000-0-07650	[106, 107]
2	2		Marignane	43.43	5.2	12				5230	-999-999	-999-999		2.0		CHUAN	0-20400-0-5230	marignane	0.6	43.416043	5.214526		-999				[43.42, 43.42]	[5.22, 5.22]	era5.3188.conv.C:5712	era5_3188	19220421	19310419	C:5712	0-20000-0-07650	[106, 107]
3	4		Marseille	43.3	5.37	5				5713	-999-999	-999-999		18.0		CHUAN	0-20400-0-5713	marignane	0.6	43.416043	5.214526		-999				[43.42, 43.42]	[5.22, 5.22]	era5.3188.conv.C:5712	era5_3188	19220421	19310419	C:5712	0-20000-0-07650	[106, 107]
0	0		Marseilles (Marignane), France	43.45	5.22	-999				7650				3.3		SCHROEDER	0-20600-0-7650	marignane	0.6	43.416043	5.214526		7650	317.0	9999999	9999999	[43.42, 43.42]	[5.22, 5.22]	era5.3188.conv.C:5712	era5_3188	19220421	19310419	C:5712	0-20000-0-07650	[106, 107]
1	1		"(assigned station ID) ""SHIP""  Aix-Les-Milles ESCOMPTE ozonesondes, France"	43.5	5.37	-999				7649				15.0		SCHROEDER	0-20600-0-7649	marignane	0.6	43.416043	5.214526		7649	316.0	2001-06-15 00:00:00	2001-06-15 00:00:00	[43.42, 43.42]	[5.22, 5.22]	era5.3188.conv.C:5712	era5_3188	19220421	19310419	C:5712	0-20000-0-07650	[106, 107]
2	2		(made up station ID) Saint-Chamas 1238 MHz Degreane wind profiler, France	43.53	5.03	-999				7651				19.6		SCHROEDER	0-20600-0-7651	marignane	0.6	43.416043	5.214526		7651	318.0	1999-09-07 00:00:00	1999-09-07 00:00:00	[43.42, 43.42]	[5.22, 5.22]	era5.3188.conv.C:5712	era5_3188	19220421	19310419	C:5712	0-20000-0-07650	[106, 107]
3	3		Istres, France	43.52	4.95	-999				7647				24.5		SCHROEDER	0-20600-0-7647	marignane	0.6	43.416043	5.214526		7647	315.0	9999999	9999999	[43.42, 43.42]	[5.22, 5.22]	era5.3188.conv.C:5712	era5_3188	19220421	19310419	C:5712	0-20000-0-07650	[106, 107]
0	0		MARSEILLE/MARIGNANE     0	43.45	5.216666666666667	-999.0				07650				3.3		WMO	0-20700-0-07650	marignane	0.6	43.416043	5.214526		07650	858.0			[43.42, 43.42]	[5.22, 5.22]	era5.3188.conv.C:5712	era5_3188	19220421	19310419	C:5712	0-20000-0-07650	[106, 107]
1	1		SALON-DE-PROVENCE       0	43.6	5.1	-999.0				07648				22.2		WMO	0-20700-0-07648	marignane	0.6	43.416043	5.214526		07648	866.0			[43.42, 43.42]	[5.22, 5.22]	era5.3188.conv.C:5712	era5_3188	19220421	19310419	C:5712	0-20000-0-07650	[106, 107]
2	2		ISTRES                   	43.516666666666666	4.916666666666667	-999.0				07647				26.8		WMO	0-20700-0-07647	marignane	0.6	43.416043	5.214526		07647	3871.0			[43.42, 43.42]	[5.22, 5.22]	era5.3188.conv.C:5712	era5_3188	19220421	19310419	C:5712	0-20000-0-07650	[106, 107]
