level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	inventory	WIGOS_calc	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables
0	0	0-20000-0-03749	MIDDLE WALLOP	51.14972222222222	-1.57	90.4	Surface land meteorological station (SYNOP), GOS	51 08 59N	001 34 12W	03749	999	999	False	17.8		OSCAR	0-20000-0-03749	winchester	11.5	51.016667	-1.316667						[51.12, 51.12]	[-1.32, -1.32]	era5.3188.conv.C:6123	era5_3188	19280117	19310726	C:6123	0-20000-0-03749	[38, 85, 106, 107]
1	1	0-20000-0-03761	ODIHAM	51.23888888888889	-0.9450000000000001	118.0	Surface land meteorological station (SYNOP), GOS	51 14 20N	000 56 42W	03761	999	999	False	29.4		OSCAR	0-20000-0-03761	winchester	11.5	51.016667	-1.316667						[51.12, 51.12]	[-1.32, -1.32]	era5.3188.conv.C:6123	era5_3188	19280117	19310726	C:6123	0-20000-0-03749	[38, 85, 106, 107]
0	0															IGRA2	0-20300-0-nan	winchester	11.5	51.016667	-1.316667						[51.12, 51.12]	[-1.32, -1.32]	era5.3188.conv.C:6123	era5_3188	19280117	19310726	C:6123	0-20000-0-03749	[38, 85, 106, 107]
0	0		GREENHAM	51.38	-1.28	125.2728				15040	19531101	19670430		29.1		WBAN	0-20500-0-15040	winchester	11.5	51.016667	-1.316667						[51.12, 51.12]	[-1.32, -1.32]	era5.3188.conv.C:6123	era5_3188	19280117	19310726	C:6123	0-20000-0-03749	[38, 85, 106, 107]
0	0		Worthy Down	51.12	-1.32	82				5398	-999-999	-999-999		0.0		CHUAN	0-20400-0-5398	winchester	11.5	51.016667	-1.316667		-999				[51.12, 51.12]	[-1.32, -1.32]	era5.3188.conv.C:6123	era5_3188	19280117	19310726	C:6123	0-20000-0-03749	[38, 85, 106, 107]
1	2		Worthy Down	51.12	-1.32	82				6123	-999-999	-999-999		0.0		CHUAN	0-20400-0-6123	winchester	11.5	51.016667	-1.316667		-999				[51.12, 51.12]	[-1.32, -1.32]	era5.3188.conv.C:6123	era5_3188	19280117	19310726	C:6123	0-20000-0-03749	[38, 85, 106, 107]
2	3		Worthy Down	51.12	-1.32	82				5399	-999-999	-999-999		0.0		CHUAN	0-20400-0-5399	winchester	11.5	51.016667	-1.316667		-999				[51.12, 51.12]	[-1.32, -1.32]	era5.3188.conv.C:6123	era5_3188	19280117	19310726	C:6123	0-20000-0-03749	[38, 85, 106, 107]
3	4		Andover	51.22	-1.48	65				5578	-999-999	-999-999		15.8		CHUAN	0-20400-0-5578	winchester	11.5	51.016667	-1.316667		-999				[51.12, 51.12]	[-1.32, -1.32]	era5.3188.conv.C:6123	era5_3188	19280117	19310726	C:6123	0-20000-0-03749	[38, 85, 106, 107]
0	0		(made up station ID) Chilbolton Observatory radiosondes, UK	51.15	-1.44	-999				3747				9.0		SCHROEDER	0-20600-0-3747	winchester	11.5	51.016667	-1.316667		3747	142.0	2005-06-19 00:00:00	2005-06-19 00:00:00	[51.12, 51.12]	[-1.32, -1.32]	era5.3188.conv.C:6123	era5_3188	19280117	19310726	C:6123	0-20000-0-03749	[38, 85, 106, 107]
0	0															WMO	0-20700-0-nan	winchester	11.5	51.016667	-1.316667						[51.12, 51.12]	[-1.32, -1.32]	era5.3188.conv.C:6123	era5_3188	19280117	19310726	C:6123	0-20000-0-03749	[38, 85, 106, 107]
