level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	WIGOS_calc	inventory	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables
0	0																OSCAR	None	None	None	None						[63.5, 63.5]	[-90.7, -90.7]	era5.3188.conv.C:4876	era5_3188	19320903	19330911	C:4876	0-20300-0-04876	[106, 107]
0	0		CHESTERFIELD INLET	63.5	-90.7	9.4				04876	1932.0	1933.0	True	0.0		0-20300-0-04876	IGRA2	None	None	None	None	CAXUAE04876					[63.5, 63.5]	[-90.7, -90.7]	era5.3188.conv.C:4876	era5_3188	19320903	19330911	C:4876	0-20300-0-04876	[106, 107]
0	0		CHESTERFIELD	63.33	-90.72	6.096				16904	19211101.0	19471231.0		19.0		0-20500-0-16904	WBAN	None	None	None	None						[63.5, 63.5]	[-90.7, -90.7]	era5.3188.conv.C:4876	era5_3188	19320903	19330911	C:4876	0-20300-0-04876	[106, 107]
1	1		CHESTERFIELD	63.33	-90.72	6.096				16914	19840901.0	19850107.0		19.0		0-20500-0-16914	WBAN	None	None	None	None						[63.5, 63.5]	[-90.7, -90.7]	era5.3188.conv.C:4876	era5_3188	19320903	19330911	C:4876	0-20300-0-04876	[106, 107]
2	2		CHESTERFIELD INLET A	63.33	-90.72	11.277600000000001				16915	19850107.0	99991231.0		19.0		0-20500-0-16915	WBAN	None	None	None	None						[63.5, 63.5]	[-90.7, -90.7]	era5.3188.conv.C:4876	era5_3188	19320903	19330911	C:4876	0-20300-0-04876	[106, 107]
0	0															0-20400-0-nan	CHUAN	None	None	None	None						[63.5, 63.5]	[-90.7, -90.7]	era5.3188.conv.C:4876	era5_3188	19320903	19330911	C:4876	0-20300-0-04876	[106, 107]
0	0		Chesterfield Inlet, Northwest Territories, Canada	63.34	-90.7	-999.0				71916				17.8		0-20600-0-71916	SCHROEDER	None	None	None	None		71916	2351.0	1932-08-01 00:00:00	1932-08-01 00:00:00	[63.5, 63.5]	[-90.7, -90.7]	era5.3188.conv.C:4876	era5_3188	19320903	19330911	C:4876	0-20300-0-04876	[106, 107]
1	1		Chesterfield Inlet, Northwest Territories, Canada	63.33	-90.72	-999.0				72916				19.0		0-20600-0-72916	SCHROEDER	None	None	None	None		72916	2712.0	1932-08-01 00:00:00	1932-08-01 00:00:00	[63.5, 63.5]	[-90.7, -90.7]	era5.3188.conv.C:4876	era5_3188	19320903	19330911	C:4876	0-20300-0-04876	[106, 107]
0	0		CHESTERFIELD             	63.333333333333336	-90.71666666666668	-999.0				72916				18.6		0-20700-0-72916	WMO	None	None	None	None		72916	1226.0			[63.5, 63.5]	[-90.7, -90.7]	era5.3188.conv.C:4876	era5_3188	19320903	19330911	C:4876	0-20300-0-04876	[106, 107]
1	1		CHESTERFIELD, N.W.T.     	63.333333333333336	-90.71666666666668	-999.0				71916				18.6		0-20700-0-71916	WMO	None	None	None	None		71916	2094.0			[63.5, 63.5]	[-90.7, -90.7]	era5.3188.conv.C:4876	era5_3188	19320903	19330911	C:4876	0-20300-0-04876	[106, 107]
