level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	WIGOS_calc	inventory	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables
0	0																OSCAR	None	None	None	None						[80.45, 80.45]	[52.8, 52.8]	era5.1759.conv.1:20047	era5_1759	19550305	19610312	1:20047	0-20300-0-20047	[38, 85, 106, 107, 117]
0	0		BUKHTA TIKHAYA/GUKER IS.	80.45	52.8	5.0				20047	1934	1956	True	0.0		0-20300-0-20047	IGRA2	None	None	None	None	RSM00020047					[80.45, 80.45]	[52.8, 52.8]	era5.1759.conv.1:20047	era5_1759	19550305	19610312	1:20047	0-20300-0-20047	[38, 85, 106, 107, 117]
0	0															0-20500-0-nan	WBAN	None	None	None	None						[80.45, 80.45]	[52.8, 52.8]	era5.1759.conv.1:20047	era5_1759	19550305	19610312	1:20047	0-20300-0-20047	[38, 85, 106, 107, 117]
0	0		Buhta Tihaya	80.32	52.8	5				4547	195404	195409		14.5		0-20400-0-4547	CHUAN	None	None	None	None		-999				[80.45, 80.45]	[52.8, 52.8]	era5.1759.conv.1:20047	era5_1759	19550305	19610312	1:20047	0-20300-0-20047	[38, 85, 106, 107, 117]
1	1		Buhta Tihaya	80.32	52.8	5				4609	195410	195504		14.5		0-20400-0-4609	CHUAN	None	None	None	None		-999				[80.45, 80.45]	[52.8, 52.8]	era5.1759.conv.1:20047	era5_1759	19550305	19610312	1:20047	0-20300-0-20047	[38, 85, 106, 107, 117]
2	2		Buhta Tihaya	80.32	52.8	33				4713	193607	193606		14.5		0-20400-0-4713	CHUAN	None	None	None	None		-999				[80.45, 80.45]	[52.8, 52.8]	era5.1759.conv.1:20047	era5_1759	19550305	19610312	1:20047	0-20300-0-20047	[38, 85, 106, 107, 117]
3	3		Buhta Tihaya	80.32	52.8	38				4721	193707	193806		14.5		0-20400-0-4721	CHUAN	None	None	None	None		-999				[80.45, 80.45]	[52.8, 52.8]	era5.1759.conv.1:20047	era5_1759	19550305	19610312	1:20047	0-20300-0-20047	[38, 85, 106, 107, 117]
4	4		Buhta Tihaya	80.32	52.8	0				4731	193807	193906		14.5		0-20400-0-4731	CHUAN	None	None	None	None		-999				[80.45, 80.45]	[52.8, 52.8]	era5.1759.conv.1:20047	era5_1759	19550305	19610312	1:20047	0-20300-0-20047	[38, 85, 106, 107, 117]
5	5		Buhta Tihaya	80.32	52.8	2				4740	193907	194006		14.5		0-20400-0-4740	CHUAN	None	None	None	None		-999				[80.45, 80.45]	[52.8, 52.8]	era5.1759.conv.1:20047	era5_1759	19550305	19610312	1:20047	0-20300-0-20047	[38, 85, 106, 107, 117]
6	6		Buhta Tihaya	80.32	52.8	11				4747	194410	194412		14.5		0-20400-0-4747	CHUAN	None	None	None	None		-999				[80.45, 80.45]	[52.8, 52.8]	era5.1759.conv.1:20047	era5_1759	19550305	19610312	1:20047	0-20300-0-20047	[38, 85, 106, 107, 117]
7	7		Buhta Tihaya	80.32	52.8	11				4756	194607	194705		14.5		0-20400-0-4756	CHUAN	None	None	None	None		-999				[80.45, 80.45]	[52.8, 52.8]	era5.1759.conv.1:20047	era5_1759	19550305	19610312	1:20047	0-20300-0-20047	[38, 85, 106, 107, 117]
8	8		Buhta Tihaya	80.32	52.8	11				4766	194807	194812		14.5		0-20400-0-4766	CHUAN	None	None	None	None		-999				[80.45, 80.45]	[52.8, 52.8]	era5.1759.conv.1:20047	era5_1759	19550305	19610312	1:20047	0-20300-0-20047	[38, 85, 106, 107, 117]
9	9		Buhta Tihaya	80.32	52.8	11				4774	194907	194912		14.5		0-20400-0-4774	CHUAN	None	None	None	None		-999				[80.45, 80.45]	[52.8, 52.8]	era5.1759.conv.1:20047	era5_1759	19550305	19610312	1:20047	0-20300-0-20047	[38, 85, 106, 107, 117]
10	10		Buhta Tikaya	80.32	52.8	11				5992	-999-999	-999-999		14.5		0-20400-0-5992	CHUAN	None	None	None	None		-999				[80.45, 80.45]	[52.8, 52.8]	era5.1759.conv.1:20047	era5_1759	19550305	19610312	1:20047	0-20300-0-20047	[38, 85, 106, 107, 117]
11	11		Buhta Tikaya	80.32	52.8	11				6001	-999-999	-999-999		14.5		0-20400-0-6001	CHUAN	None	None	None	None		-999				[80.45, 80.45]	[52.8, 52.8]	era5.1759.conv.1:20047	era5_1759	19550305	19610312	1:20047	0-20300-0-20047	[38, 85, 106, 107, 117]
12	12		Buhta Tihaya	80.32	52.8	2				4708	193409	193507		14.5		0-20400-0-4708	CHUAN	None	None	None	None		-999				[80.45, 80.45]	[52.8, 52.8]	era5.1759.conv.1:20047	era5_1759	19550305	19610312	1:20047	0-20300-0-20047	[38, 85, 106, 107, 117]
0	0		Bukhta Tikhaya, Ostrov Gukera, Zemlya Frantsa Iosifa / Tikhaya Harbor, Hooker Island, Franz Josef Land	80.37	52.92	-999				20049				9.2		0-20600-0-20049	SCHROEDER	None	None	None	None		20049	631.0	1932-08-01 00:00:00	1955-01-01 00:00:00	[80.45, 80.45]	[52.8, 52.8]	era5.1759.conv.1:20047	era5_1759	19550305	19610312	1:20047	0-20300-0-20047	[38, 85, 106, 107, 117]
0	0															0-20700-0-nan	WMO	None	None	None	None						[80.45, 80.45]	[52.8, 52.8]	era5.1759.conv.1:20047	era5_1759	19550305	19610312	1:20047	0-20300-0-20047	[38, 85, 106, 107, 117]
