level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	WIGOS_calc	inventory	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables
0	0																OSCAR	pahrump	82.5	36.2083333	-115.9830556						[36.95, 36.95]	[-116.05, -116.05]	era5.1759.conv.2:3133	era5_1759	19560917	19711231	2:3133	0-20300-0-72385	[38, 85, 106, 107, 117]
0	0		YUCCA FLATS TEST 21	36.95	-116.05	1196.9				72385	1956.0	1996.0	True	0.0		0-20300-0-72385	IGRA2	pahrump	82.5	36.2083333	-115.9830556	USM00072385					[36.95, 36.95]	[-116.05, -116.05]	era5.1759.conv.2:3133	era5_1759	19560917	19711231	2:3133	0-20300-0-72385	[38, 85, 106, 107, 117]
1	1		JACKASS FLATS	36.8	-116.2667	1100.9				03143	1959.0	1967.0	True	25.5		0-20300-0-03143	IGRA2	pahrump	82.5	36.2083333	-115.9830556	USW00003143					[36.95, 36.95]	[-116.05, -116.05]	era5.1759.conv.2:3133	era5_1759	19560917	19711231	2:3133	0-20300-0-72385	[38, 85, 106, 107, 117]
0	0		YUCCA FLATS TEST S T	36.95	-116.05	1196.9496000000001				3133	19570401.0	19610101.0		0.0		0-20500-0-3133	WBAN	pahrump	82.5	36.2083333	-115.9830556						[36.95, 36.95]	[-116.05, -116.05]	era5.1759.conv.2:3133	era5_1759	19560917	19711231	2:3133	0-20300-0-72385	[38, 85, 106, 107, 117]
1	1		YUCCA FLATS TEST S T	36.95	-116.05	1196.9496000000001				3133	19610101.0	19730101.0		0.0		0-20500-0-3133	WBAN	pahrump	82.5	36.2083333	-115.9830556						[36.95, 36.95]	[-116.05, -116.05]	era5.1759.conv.2:3133	era5_1759	19560917	19711231	2:3133	0-20300-0-72385	[38, 85, 106, 107, 117]
2	2		YUCCA FLATS TEST S T	36.95	-116.05	1196.9496000000001				3133	19730101.0	19760101.0		0.0		0-20500-0-3133	WBAN	pahrump	82.5	36.2083333	-115.9830556						[36.95, 36.95]	[-116.05, -116.05]	era5.1759.conv.2:3133	era5_1759	19560917	19711231	2:3133	0-20300-0-72385	[38, 85, 106, 107, 117]
3	3		YUCCA FLATS TEST S T	36.95	-116.05	1196.9496000000001				3133	19760101.0	19790531.0		0.0		0-20500-0-3133	WBAN	pahrump	82.5	36.2083333	-115.9830556						[36.95, 36.95]	[-116.05, -116.05]	era5.1759.conv.2:3133	era5_1759	19560917	19711231	2:3133	0-20300-0-72385	[38, 85, 106, 107, 117]
4	4		YUCCA FLATS TEST S T	36.95	-116.05	1196.9496000000001				3133	19790531.0	99991231.0		0.0		0-20500-0-3133	WBAN	pahrump	82.5	36.2083333	-115.9830556						[36.95, 36.95]	[-116.05, -116.05]	era5.1759.conv.2:3133	era5_1759	19560917	19711231	2:3133	0-20300-0-72385	[38, 85, 106, 107, 117]
5	5		NEVADA PROVING GROUN	36.93	-116.05	1196.9496000000001				3109	19510201.0	19540531.0		2.2		0-20500-0-3109	WBAN	pahrump	82.5	36.2083333	-115.9830556						[36.95, 36.95]	[-116.05, -116.05]	era5.1759.conv.2:3133	era5_1759	19560917	19711231	2:3133	0-20300-0-72385	[38, 85, 106, 107, 117]
6	6		CAMP MERCURY	36.95	-116.08	1196.0352				3109	19510401.0	19550531.0		2.7		0-20500-0-3109	WBAN	pahrump	82.5	36.2083333	-115.9830556						[36.95, 36.95]	[-116.05, -116.05]	era5.1759.conv.2:3133	era5_1759	19560917	19711231	2:3133	0-20300-0-72385	[38, 85, 106, 107, 117]
7	7		JACKASS FLATS	36.8	-116.27	1100.9376				3143	19610401.0	19611231.0		25.7		0-20500-0-3143	WBAN	pahrump	82.5	36.2083333	-115.9830556						[36.95, 36.95]	[-116.05, -116.05]	era5.1759.conv.2:3133	era5_1759	19560917	19711231	2:3133	0-20300-0-72385	[38, 85, 106, 107, 117]
8	8		JACKASS FLATS	36.8	-116.27	1100.9376				3143	19590101.0	19610401.0		25.7		0-20500-0-3143	WBAN	pahrump	82.5	36.2083333	-115.9830556						[36.95, 36.95]	[-116.05, -116.05]	era5.1759.conv.2:3133	era5_1759	19560917	19711231	2:3133	0-20300-0-72385	[38, 85, 106, 107, 117]
0	0															0-20400-0-nan	CHUAN	pahrump	82.5	36.2083333	-115.9830556						[36.95, 36.95]	[-116.05, -116.05]	era5.1759.conv.2:3133	era5_1759	19560917	19711231	2:3133	0-20300-0-72385	[38, 85, 106, 107, 117]
0	0		KUCC Yucca Flat Air Strip, NV (operated by USWB) (WBAN=03133)	36.95	-116.05	-999.0				72385				0.0		0-20600-0-72385	SCHROEDER	pahrump	82.5	36.2083333	-115.9830556		72385.0	2490.0	1956-09-16 00:00:00	1972-04-13 00:00:00	[36.95, 36.95]	[-116.05, -116.05]	era5.1759.conv.2:3133	era5_1759	19560917	19711231	2:3133	0-20300-0-72385	[38, 85, 106, 107, 117]
1	1		(assigned station ID) Mercury - Atomic Energy Commission (AEC) Test Site, NV (WBAN=03109)	36.93	-116.07	-999.0				72387				2.8		0-20600-0-72387	SCHROEDER	pahrump	82.5	36.2083333	-115.9830556		72387.0	2492.0	1951-08-11 00:00:00	1997-06-01 00:00:00	[36.95, 36.95]	[-116.05, -116.05]	era5.1759.conv.2:3133	era5_1759	19560917	19711231	2:3133	0-20300-0-72385	[38, 85, 106, 107, 117]
2	2		(made up station ID) Jackass Flats, NV (WBAN=03143)	36.8	-116.27	-999.0				74616				25.7		0-20600-0-74616	SCHROEDER	pahrump	82.5	36.2083333	-115.9830556		74616.0	3095.0	1959-04-29 00:00:00	1961-04-21 00:00:00	[36.95, 36.95]	[-116.05, -116.05]	era5.1759.conv.2:3133	era5_1759	19560917	19711231	2:3133	0-20300-0-72385	[38, 85, 106, 107, 117]
0	0															0-20700-0-nan	WMO	pahrump	82.5	36.2083333	-115.9830556						[36.95, 36.95]	[-116.05, -116.05]	era5.1759.conv.2:3133	era5_1759	19560917	19711231	2:3133	0-20300-0-72385	[38, 85, 106, 107, 117]
