level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	WIGOS_calc	inventory	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables
0	0																OSCAR	king city	25.4	36.2127778	-121.125						[36.0, 36.0]	[-121.23, -121.23]	era5.1759.conv.2:93218	era5_1759	19650628	19670223	2:93218	0-20500-0-93218	[38, 85, 106, 107, 117]
0	0															0-20300-0-nan	IGRA2	king city	25.4	36.2127778	-121.125						[36.0, 36.0]	[-121.23, -121.23]	era5.1759.conv.2:93218	era5_1759	19650628	19670223	2:93218	0-20500-0-93218	[38, 85, 106, 107, 117]
0	0		JOLON HUNTER LIGGETT	36.0	-121.23	316.992				93218.0	19640701.0	19710731.0		0.0		0-20500-0-93218	WBAN	king city	25.4	36.2127778	-121.125						[36.0, 36.0]	[-121.23, -121.23]	era5.1759.conv.2:93218	era5_1759	19650628	19670223	2:93218	0-20500-0-93218	[38, 85, 106, 107, 117]
1	1		JOLON HUNTER LIGGETT	36.0	-121.23	316.992				93218.0	19710731.0	19890101.0		0.0		0-20500-0-93218	WBAN	king city	25.4	36.2127778	-121.125						[36.0, 36.0]	[-121.23, -121.23]	era5.1759.conv.2:93218	era5_1759	19650628	19670223	2:93218	0-20500-0-93218	[38, 85, 106, 107, 117]
2	2		JOLON HUNTER LIGGETT	36.0	-121.23	316.992				93218.0	19890101.0	19950101.0		0.0		0-20500-0-93218	WBAN	king city	25.4	36.2127778	-121.125						[36.0, 36.0]	[-121.23, -121.23]	era5.1759.conv.2:93218	era5_1759	19650628	19670223	2:93218	0-20500-0-93218	[38, 85, 106, 107, 117]
3	3		JOLON HUNTER LIGGETT	36.0	-121.23	316.992				93218.0	19950101.0	99991231.0		0.0		0-20500-0-93218	WBAN	king city	25.4	36.2127778	-121.125						[36.0, 36.0]	[-121.23, -121.23]	era5.1759.conv.2:93218	era5_1759	19650628	19670223	2:93218	0-20500-0-93218	[38, 85, 106, 107, 117]
4	4		KING CITY	36.22	-121.13	117.04320000000001				23284.0	19440101.0	19470430.0		26.0		0-20500-0-23284	WBAN	king city	25.4	36.2127778	-121.125						[36.0, 36.0]	[-121.23, -121.23]	era5.1759.conv.2:93218	era5_1759	19650628	19670223	2:93218	0-20500-0-93218	[38, 85, 106, 107, 117]
5	5		KING CITY	36.22	-121.13	100.8888				23284.0	19280601.0	19390101.0		26.0		0-20500-0-23284	WBAN	king city	25.4	36.2127778	-121.125						[36.0, 36.0]	[-121.23, -121.23]	era5.1759.conv.2:93218	era5_1759	19650628	19670223	2:93218	0-20500-0-93218	[38, 85, 106, 107, 117]
6	6		KING CITY	36.22	-121.13	100.8888				23284.0	19390101.0	19390630.0		26.0		0-20500-0-23284	WBAN	king city	25.4	36.2127778	-121.125						[36.0, 36.0]	[-121.23, -121.23]	era5.1759.conv.2:93218	era5_1759	19650628	19670223	2:93218	0-20500-0-93218	[38, 85, 106, 107, 117]
7	7		KING CITY	36.22	-121.13	96.9264				23284.0	19390701.0	19400101.0		26.0		0-20500-0-23284	WBAN	king city	25.4	36.2127778	-121.125						[36.0, 36.0]	[-121.23, -121.23]	era5.1759.conv.2:93218	era5_1759	19650628	19670223	2:93218	0-20500-0-93218	[38, 85, 106, 107, 117]
