level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	WIGOS_calc	inventory	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables
0	0																OSCAR	killeen	1.6	31.116944399999998	-97.7275						[31.13, 31.13]	[-97.72, -97.72]	era5.1759.conv.2:13955	era5_1759	19460714	19520408	2:13955	0-20300-0-72257	[106, 107]
0	0		FT HOOD AAF/KILLEEN	31.1	-97.717	282.0				72257	1969.0	1991.0	True	3.3		0-20300-0-72257	IGRA2	killeen	1.6	31.116944399999998	-97.7275	USM00072257					[31.13, 31.13]	[-97.72, -97.72]	era5.1759.conv.2:13955	era5_1759	19460714	19520408	2:13955	0-20300-0-72257	[106, 107]
0	0		KILEEN FT HOOD S AAF	31.13	-97.72	281.94				13955	19460501.0	19500930.0		0.0		0-20500-0-13955	WBAN	killeen	1.6	31.116944399999998	-97.7275						[31.13, 31.13]	[-97.72, -97.72]	era5.1759.conv.2:13955	era5_1759	19460714	19520408	2:13955	0-20300-0-72257	[106, 107]
1	1		KILEEN FT HOOD S AAF	31.13	-97.72	281.94				13955	19520301.0	19520430.0		0.0		0-20500-0-13955	WBAN	killeen	1.6	31.116944399999998	-97.7275						[31.13, 31.13]	[-97.72, -97.72]	era5.1759.conv.2:13955	era5_1759	19460714	19520408	2:13955	0-20300-0-72257	[106, 107]
2	2		FORT HOOD	31.13	-97.72	280.1112				3933	19950101.0	99991231.0		0.0		0-20500-0-3933	WBAN	killeen	1.6	31.116944399999998	-97.7275		72257.0				[31.13, 31.13]	[-97.72, -97.72]	era5.1759.conv.2:13955	era5_1759	19460714	19520408	2:13955	0-20300-0-72257	[106, 107]
3	3		FORT HOOD	31.13	-97.72	280.1112				3933	19811231.0	19950101.0		0.0		0-20500-0-3933	WBAN	killeen	1.6	31.116944399999998	-97.7275		72257.0				[31.13, 31.13]	[-97.72, -97.72]	era5.1759.conv.2:13955	era5_1759	19460714	19520408	2:13955	0-20300-0-72257	[106, 107]
4	4		FORT HOOD	31.13	-97.72	280.1112				3933	19630101.0	19811231.0		0.0		0-20500-0-3933	WBAN	killeen	1.6	31.116944399999998	-97.7275		72257.0				[31.13, 31.13]	[-97.72, -97.72]	era5.1759.conv.2:13955	era5_1759	19460714	19520408	2:13955	0-20300-0-72257	[106, 107]
5	5		FORT HOOD	31.13	-97.72	281.94				3933	19601101.0	19630101.0		0.0		0-20500-0-3933	WBAN	killeen	1.6	31.116944399999998	-97.7275						[31.13, 31.13]	[-97.72, -97.72]	era5.1759.conv.2:13955	era5_1759	19460714	19520408	2:13955	0-20300-0-72257	[106, 107]
6	6		FORT HOOD	31.13	-97.72	281.94				3933	19460501.0	19601101.0		0.0		0-20500-0-3933	WBAN	killeen	1.6	31.116944399999998	-97.7275						[31.13, 31.13]	[-97.72, -97.72]	era5.1759.conv.2:13955	era5_1759	19460714	19520408	2:13955	0-20300-0-72257	[106, 107]
7	7		KILEEN FT HOOD S AAF	31.13	-97.72	281.94				13955	19500930.0	19520301.0		0.0		0-20500-0-13955	WBAN	killeen	1.6	31.116944399999998	-97.7275						[31.13, 31.13]	[-97.72, -97.72]	era5.1759.conv.2:13955	era5_1759	19460714	19520408	2:13955	0-20300-0-72257	[106, 107]
8	8		KILLEEN AIRPORT	31.08	-97.68	259.08000000000004				3972	19740601.0	19780925.0		6.7		0-20500-0-3972	WBAN	killeen	1.6	31.116944399999998	-97.7275						[31.13, 31.13]	[-97.72, -97.72]	era5.1759.conv.2:13955	era5_1759	19460714	19520408	2:13955	0-20300-0-72257	[106, 107]
9	9		KILLEEN AIRPORT	31.08	-97.68	253.8984				3972	19711201.0	19740601.0		6.7		0-20500-0-3972	WBAN	killeen	1.6	31.116944399999998	-97.7275						[31.13, 31.13]	[-97.72, -97.72]	era5.1759.conv.2:13955	era5_1759	19460714	19520408	2:13955	0-20300-0-72257	[106, 107]
10	10		KILLEEN MUNI AP	31.08	-97.68	257.25120000000004				3972	19831001.0	19891116.0		6.7		0-20500-0-3972	WBAN	killeen	1.6	31.116944399999998	-97.7275						[31.13, 31.13]	[-97.72, -97.72]	era5.1759.conv.2:13955	era5_1759	19460714	19520408	2:13955	0-20300-0-72257	[106, 107]
11	11		KILLEEN AIRPORT	31.08	-97.68	257.25120000000004				3972	19820920.0	19831001.0		6.7		0-20500-0-3972	WBAN	killeen	1.6	31.116944399999998	-97.7275						[31.13, 31.13]	[-97.72, -97.72]	era5.1759.conv.2:13955	era5_1759	19460714	19520408	2:13955	0-20300-0-72257	[106, 107]
12	12		KILLEEN MUNI AP	31.08	-97.68	257.25120000000004				3972	19950101.0	99991231.0		6.7		0-20500-0-3972	WBAN	killeen	1.6	31.116944399999998	-97.7275						[31.13, 31.13]	[-97.72, -97.72]	era5.1759.conv.2:13955	era5_1759	19460714	19520408	2:13955	0-20300-0-72257	[106, 107]
13	13		KILLEEN AIRPORT	31.08	-97.68	259.08000000000004				3972	19780925.0	19820920.0		6.7		0-20500-0-3972	WBAN	killeen	1.6	31.116944399999998	-97.7275						[31.13, 31.13]	[-97.72, -97.72]	era5.1759.conv.2:13955	era5_1759	19460714	19520408	2:13955	0-20300-0-72257	[106, 107]
14	14		KILLEEN MUNI AP	31.08	-97.68	257.25120000000004				3972	19891116.0	19950101.0		6.7		0-20500-0-3972	WBAN	killeen	1.6	31.116944399999998	-97.7275						[31.13, 31.13]	[-97.72, -97.72]	era5.1759.conv.2:13955	era5_1759	19460714	19520408	2:13955	0-20300-0-72257	[106, 107]
15	15		ROBERT GRAY AAF	31.07	-97.82	313.0296				3902	19500901.0	19530101.0		11.6		0-20500-0-3902	WBAN	killeen	1.6	31.116944399999998	-97.7275						[31.13, 31.13]	[-97.72, -97.72]	era5.1759.conv.2:13955	era5_1759	19460714	19520408	2:13955	0-20300-0-72257	[106, 107]
16	16		ROBERT GRAY AAF	31.07	-97.82	312.1152				3902	19530101.0	19610331.0		11.6		0-20500-0-3902	WBAN	killeen	1.6	31.116944399999998	-97.7275						[31.13, 31.13]	[-97.72, -97.72]	era5.1759.conv.2:13955	era5_1759	19460714	19520408	2:13955	0-20300-0-72257	[106, 107]
17	17		ROBERT GRAY AAF	31.07	-97.83	312.1152				3902	19760701.0	19811231.0		12.4		0-20500-0-3902	WBAN	killeen	1.6	31.116944399999998	-97.7275						[31.13, 31.13]	[-97.72, -97.72]	era5.1759.conv.2:13955	era5_1759	19460714	19520408	2:13955	0-20300-0-72257	[106, 107]
18	18		ROBERT GRAY AAF	31.07	-97.83	312.1152				3902	19811231.0	19950101.0		12.4		0-20500-0-3902	WBAN	killeen	1.6	31.116944399999998	-97.7275						[31.13, 31.13]	[-97.72, -97.72]	era5.1759.conv.2:13955	era5_1759	19460714	19520408	2:13955	0-20300-0-72257	[106, 107]
19	19		ROBERT GRAY AAF	31.07	-97.83	312.1152				3902	19760101.0	19760701.0		12.4		0-20500-0-3902	WBAN	killeen	1.6	31.116944399999998	-97.7275						[31.13, 31.13]	[-97.72, -97.72]	era5.1759.conv.2:13955	era5_1759	19460714	19520408	2:13955	0-20300-0-72257	[106, 107]
20	20		ROBERT GRAY AAF	31.07	-97.83	312.1152				3902	19631101.0	19760101.0		12.4		0-20500-0-3902	WBAN	killeen	1.6	31.116944399999998	-97.7275						[31.13, 31.13]	[-97.72, -97.72]	era5.1759.conv.2:13955	era5_1759	19460714	19520408	2:13955	0-20300-0-72257	[106, 107]
21	21		ROBERT GRAY AAF	31.07	-97.83	312.1152				3902	19950101.0	99991231.0		12.4		0-20500-0-3902	WBAN	killeen	1.6	31.116944399999998	-97.7275						[31.13, 31.13]	[-97.72, -97.72]	era5.1759.conv.2:13955	era5_1759	19460714	19520408	2:13955	0-20300-0-72257	[106, 107]
22	22		FT HOOD NORTH AF	31.37	-97.72	232.86720000000003				3921	19520301.0	19520430.0		26.6		0-20500-0-3921	WBAN	killeen	1.6	31.116944399999998	-97.7275						[31.13, 31.13]	[-97.72, -97.72]	era5.1759.conv.2:13955	era5_1759	19460714	19520408	2:13955	0-20300-0-72257	[106, 107]
23	23		DRAUGHTON AP	31.15	-97.42	207.8736				13951	19520301.0	19520430.0		28.7		0-20500-0-13951	WBAN	killeen	1.6	31.116944399999998	-97.7275						[31.13, 31.13]	[-97.72, -97.72]	era5.1759.conv.2:13955	era5_1759	19460714	19520408	2:13955	0-20300-0-72257	[106, 107]
24	24		TEMPLE DRAUGHTON MIL	31.15	-97.42	213.0552				93984	19470201.0	19690101.0		28.7		0-20500-0-93984	WBAN	killeen	1.6	31.116944399999998	-97.7275						[31.13, 31.13]	[-97.72, -97.72]	era5.1759.conv.2:13955	era5_1759	19460714	19520408	2:13955	0-20300-0-72257	[106, 107]
25	25		DRAUGHTON AP	31.15	-97.42	207.8736				13951	19460131.0	19520301.0		28.7		0-20500-0-13951	WBAN	killeen	1.6	31.116944399999998	-97.7275						[31.13, 31.13]	[-97.72, -97.72]	era5.1759.conv.2:13955	era5_1759	19460714	19520408	2:13955	0-20300-0-72257	[106, 107]
26	26		DRAUGHTON AP	31.15	-97.42	207.8736				13951	19450101.0	19460131.0		28.7		0-20500-0-13951	WBAN	killeen	1.6	31.116944399999998	-97.7275						[31.13, 31.13]	[-97.72, -97.72]	era5.1759.conv.2:13955	era5_1759	19460714	19520408	2:13955	0-20300-0-72257	[106, 107]
27	27		TEMPLE DRAUGHTON MIL	31.15	-97.42	207.8736				93984	19910123.0	19950101.0		28.7		0-20500-0-93984	WBAN	killeen	1.6	31.116944399999998	-97.7275						[31.13, 31.13]	[-97.72, -97.72]	era5.1759.conv.2:13955	era5_1759	19460714	19520408	2:13955	0-20300-0-72257	[106, 107]
28	28		TEMPLE DRAUGHTON MIL	31.15	-97.42	207.8736				93984	19811231.0	19910123.0		28.7		0-20500-0-93984	WBAN	killeen	1.6	31.116944399999998	-97.7275						[31.13, 31.13]	[-97.72, -97.72]	era5.1759.conv.2:13955	era5_1759	19460714	19520408	2:13955	0-20300-0-72257	[106, 107]
29	29		TEMPLE DRAUGHTON MIL	31.15	-97.42	207.8736				93984	19690101.0	19811231.0		28.7		0-20500-0-93984	WBAN	killeen	1.6	31.116944399999998	-97.7275						[31.13, 31.13]	[-97.72, -97.72]	era5.1759.conv.2:13955	era5_1759	19460714	19520408	2:13955	0-20300-0-72257	[106, 107]
30	30		TEMPLE DRAUGHTON MIL	31.15	-97.42	207.8736				93984	19950101.0	99991231.0		28.7		0-20500-0-93984	WBAN	killeen	1.6	31.116944399999998	-97.7275						[31.13, 31.13]	[-97.72, -97.72]	era5.1759.conv.2:13955	era5_1759	19460714	19520408	2:13955	0-20300-0-72257	[106, 107]
0	0															0-20400-0-nan	CHUAN	killeen	1.6	31.116944399999998	-97.7275						[31.13, 31.13]	[-97.72, -97.72]	era5.1759.conv.2:13955	era5_1759	19460714	19520408	2:13955	0-20300-0-72257	[106, 107]
0	0															0-20600-0-nan	SCHROEDER	killeen	1.6	31.116944399999998	-97.7275						[31.13, 31.13]	[-97.72, -97.72]	era5.1759.conv.2:13955	era5_1759	19460714	19520408	2:13955	0-20300-0-72257	[106, 107]
0	0															0-20700-0-nan	WMO	killeen	1.6	31.116944399999998	-97.7275						[31.13, 31.13]	[-97.72, -97.72]	era5.1759.conv.2:13955	era5_1759	19460714	19520408	2:13955	0-20300-0-72257	[106, 107]
