level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	WIGOS_calc	inventory	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables
0	0																OSCAR	saint marys	42.0	41.4277778	-78.56111109999998						[41.05, 41.05]	[-78.58, -78.58]	era5.1759.conv.2:14746	era5_1759	19480701	19520630	2:14746	0-20500-0-14746	[106, 107]
0	0															0-20300-0-nan	IGRA2	saint marys	42.0	41.4277778	-78.56111109999998						[41.05, 41.05]	[-78.58, -78.58]	era5.1759.conv.2:14746	era5_1759	19480701	19520630	2:14746	0-20500-0-14746	[106, 107]
0	0		CURWENSVILLE WB AP	41.05	-78.58	675.1320000000001				14746.0	19520101.0	19520430.0		0.0		0-20500-0-14746	WBAN	saint marys	42.0	41.4277778	-78.56111109999998						[41.05, 41.05]	[-78.58, -78.58]	era5.1759.conv.2:14746	era5_1759	19480701	19520630	2:14746	0-20500-0-14746	[106, 107]
1	1		CURWENSVILLE 6 NW WB AIRPORT	41.05	-78.58	675.1320000000001				14746.0	19480131.0	19500401.0		0.0		0-20500-0-14746	WBAN	saint marys	42.0	41.4277778	-78.56111109999998						[41.05, 41.05]	[-78.58, -78.58]	era5.1759.conv.2:14746	era5_1759	19480701	19520630	2:14746	0-20500-0-14746	[106, 107]
2	2		CURWENSVILLE 6 NW WB AIRPORT	41.05	-78.58	675.1320000000001				14746.0	19480101.0	19480131.0		0.0		0-20500-0-14746	WBAN	saint marys	42.0	41.4277778	-78.56111109999998						[41.05, 41.05]	[-78.58, -78.58]	era5.1759.conv.2:14746	era5_1759	19480701	19520630	2:14746	0-20500-0-14746	[106, 107]
3	3		CURWENSVILLE	41.05	-78.58	675.1320000000001				14746.0	19430101.0	19480101.0		0.0		0-20500-0-14746	WBAN	saint marys	42.0	41.4277778	-78.56111109999998						[41.05, 41.05]	[-78.58, -78.58]	era5.1759.conv.2:14746	era5_1759	19480701	19520630	2:14746	0-20500-0-14746	[106, 107]
4	4		CURWENSVILLE	41.05	-78.58	675.1320000000001				14746.0	19300101.0	19430101.0		0.0		0-20500-0-14746	WBAN	saint marys	42.0	41.4277778	-78.56111109999998						[41.05, 41.05]	[-78.58, -78.58]	era5.1759.conv.2:14746	era5_1759	19480701	19520630	2:14746	0-20500-0-14746	[106, 107]
5	5		CURWENSVILLE WB AP	41.05	-78.58	675.1320000000001				14746.0	19500401.0	19520101.0		0.0		0-20500-0-14746	WBAN	saint marys	42.0	41.4277778	-78.56111109999998						[41.05, 41.05]	[-78.58, -78.58]	era5.1759.conv.2:14746	era5_1759	19480701	19520630	2:14746	0-20500-0-14746	[106, 107]
6	6			41.05	-78.41	462.07680000000005				54792.0	20000126.0	99991231.0		14.3		0-20500-0-54792	WBAN	saint marys	42.0	41.4277778	-78.56111109999998						[41.05, 41.05]	[-78.58, -78.58]	era5.1759.conv.2:14746	era5_1759	19480701	19520630	2:14746	0-20500-0-14746	[106, 107]
0	0															0-20400-0-nan	CHUAN	saint marys	42.0	41.4277778	-78.56111109999998						[41.05, 41.05]	[-78.58, -78.58]	era5.1759.conv.2:14746	era5_1759	19480701	19520630	2:14746	0-20500-0-14746	[106, 107]
0	0															0-20600-0-nan	SCHROEDER	saint marys	42.0	41.4277778	-78.56111109999998						[41.05, 41.05]	[-78.58, -78.58]	era5.1759.conv.2:14746	era5_1759	19480701	19520630	2:14746	0-20500-0-14746	[106, 107]
0	0															0-20700-0-nan	WMO	saint marys	42.0	41.4277778	-78.56111109999998						[41.05, 41.05]	[-78.58, -78.58]	era5.1759.conv.2:14746	era5_1759	19480701	19520630	2:14746	0-20500-0-14746	[106, 107]
