	primary_id	primary_id_scheme	record_number	secondary_id	secondary_id_scheme	station_name	station_abbreviation	alternative_name	station_crs	longitude	latitude	local_gravity	start_date	end_date	station_type	platform_type	platform_sub_type	operating_institute	operating_territory	city	contact	role	observing_frequency	reporting_time	telecommunication_method	station_automation	measuring_system_model	measuring_system_id	observed_variables	comment	optional_data	bbox_min_longitude	bbox_max_longitude	bbox_min_latitude	bbox_max_latitude	metadata_contact	metadata_contact_role
0	0-20000-0-08594	0	1	0	3	SAL			0	-22.948888888888888	16.741944444444446		20240809	20240809	1	0	63	NMS	51	Santa Maria									[36, 85, 106, 107]							L.Haimberger	0
1	0-20000-0-08594	0	2	0	3	SAL			0	-22.948888888888888	16.741944444444446		20240810	20240810	1	0	63	NMS	51	Santa Maria									[36, 85, 106, 107]							L.Haimberger	0
2	0-20000-0-08594	0	3	0	3	SAL			0	-22.948888888888888	16.741944444444446		20240813	20240813	1	0	63	NMS	51	Santa Maria									[36, 85, 106, 107]							L.Haimberger	0
3	0-20000-0-08594	0	4	0	3	SAL			0	-22.948888888888888	16.741944444444446		20240812	20240812	1	0	63	NMS	51	Santa Maria									[36, 85, 106, 107]							L.Haimberger	0
4	0-20000-0-08594	0	5	0	3	SAL			0	-22.948888888888888	16.741944444444446		20240811	20240811	1	0	63	NMS	51	Santa Maria									[36, 85, 106, 107]							L.Haimberger	0
5	0-20000-0-08594	0	6	0	3	SAL			0	-22.948888888888888	16.741944444444446		20240811	20240811	1	0	63	NMS	51	Santa Maria									[36, 85, 106, 107]							L.Haimberger	0
6	0-20000-0-08594	0	7	0	3	SAL			0	-22.948888888888888	16.741944444444446		20240811	20240811	1	0	63	NMS	51	Santa Maria									[36, 85, 106, 107]							L.Haimberger	0
7	0-20000-0-08594	0	8	0	3	SAL			0	-22.948888888888888	16.741944444444446		20240812	20240812	1	0	63	NMS	51	Santa Maria									[36, 85, 106, 107]							L.Haimberger	0
8	0-20000-0-08594	0	9	0	3	SAL			0	-22.948888888888888	16.741944444444446		20240810	20240810	1	0	63	NMS	51	Santa Maria									[36, 85, 106, 107]							L.Haimberger	0
9	0-20000-0-08594	0	10	0	3	SAL			0	-22.948888888888888	16.741944444444446		20240810	20240810	1	0	63	NMS	51	Santa Maria									[36, 85, 106, 107]							L.Haimberger	0
