level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	inventory	WIGOS_calc	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables
0	0	0-20000-0-02515	TORPABRON	58.19972222222222	12.154166666666667	20.0	Surface land meteorological station (SYNOP), GOS	58 11 59N	012 09 15E	02515	999	999	False	57.8		OSCAR	0-20000-0-02515	goteborg	11.1	57.716667	11.966667						[57.72, 57.72]	[11.78, 11.78]	era5.2515.bfr	bufr	19770701	19771002	02515	0-20000-0-02531	[36, 85, 106, 107]
1	1	0-20000-0-02531	GOTEBORG, SOL	57.687777777777775	11.979444444444445	94.0	Surface land meteorological station (SYNOP), GOS	57 41 16N	011 58 46E	02531	999	999	False	12.4		OSCAR	0-20000-0-02531	goteborg	11.1	57.716667	11.966667						[57.72, 57.72]	[11.78, 11.78]	era5.2515.bfr	bufr	19770701	19771002	02515	0-20000-0-02531	[36, 85, 106, 107]
2	2	0-20000-0-02513	GOTEBORG	57.71555555555556	11.9925	3.4	Surface land meteorological station (SYNOP), RBSN(S), GOS	57 42 56N	011 59 33E	02513	999	999	False	12.7		OSCAR	0-20000-0-02513	goteborg	11.1	57.716667	11.966667						[57.72, 57.72]	[11.78, 11.78]	era5.2515.bfr	bufr	19770701	19771002	02515	0-20000-0-02531	[36, 85, 106, 107]
3	3	0-20000-0-02516	VINGA	57.632222222222225	11.604722222222222	19.0	Surface land meteorological station (SYNOP), GOS	57 37 56N	011 36 17E	02516	999	999	False	14.3		OSCAR	0-20000-0-02516	goteborg	11.1	57.716667	11.966667						[57.72, 57.72]	[11.78, 11.78]	era5.2515.bfr	bufr	19770701	19771002	02515	0-20000-0-02531	[36, 85, 106, 107]
0	0		TORPABRON	58.183	12.15	20.0				02515	1977	1977	True	56.0		IGRA2	0-20300-0-02515	goteborg	11.1	57.716667	11.966667	SWM00002515					[57.72, 57.72]	[11.78, 11.78]	era5.2515.bfr	bufr	19770701	19771002	02515	0-20000-0-02531	[36, 85, 106, 107]
1	1		GOTEBURG/TORSLANDA	57.717	11.783	5.0				02084	1949	1977	True	0.4		IGRA2	0-20300-0-02084	goteborg	11.1	57.716667	11.966667	SWM00002084					[57.72, 57.72]	[11.78, 11.78]	era5.2515.bfr	bufr	19770701	19771002	02515	0-20000-0-02531	[36, 85, 106, 107]
0	0															WBAN	0-20500-0-nan	goteborg	11.1	57.716667	11.966667						[57.72, 57.72]	[11.78, 11.78]	era5.2515.bfr	bufr	19770701	19771002	02515	0-20000-0-02531	[36, 85, 106, 107]
0	0		Göteborg	57.72	11.78	4				5679	-999-999	-999-999		0.0		CHUAN	0-20400-0-5679	goteborg	11.1	57.716667	11.966667		-999				[57.72, 57.72]	[11.78, 11.78]	era5.2515.bfr	bufr	19770701	19771002	02515	0-20000-0-02531	[36, 85, 106, 107]
1	1		Göteborg	57.7	11.8	10				5146	-999-999	-999-999		2.5		CHUAN	0-20400-0-5146	goteborg	11.1	57.716667	11.966667		-999				[57.72, 57.72]	[11.78, 11.78]	era5.2515.bfr	bufr	19770701	19771002	02515	0-20000-0-02531	[36, 85, 106, 107]
0	0		Goteborg (Torslanda AP), Sweden	57.72	11.78	-999				2515				0.0		SCHROEDER	0-20600-0-2515	goteborg	11.1	57.716667	11.966667		2515	62.0	1977-07-06 00:00:00	1977-07-06 00:00:00	[57.72, 57.72]	[11.78, 11.78]	era5.2515.bfr	bufr	19770701	19771002	02515	0-20000-0-02531	[36, 85, 106, 107]
1	1		Goteborg (Torslanda AP), Sweden	57.7	11.8	-999				2084				2.5		SCHROEDER	0-20600-0-2084	goteborg	11.1	57.716667	11.966667		2084	40.0	1926-06-05 00:00:00	1976-03-01 00:00:00	[57.72, 57.72]	[11.78, 11.78]	era5.2515.bfr	bufr	19770701	19771002	02515	0-20000-0-02531	[36, 85, 106, 107]
0	0		ASBRACKA-TORPABRON V     	58.18333333333333	12.15	-999.0				02515				56.1		WMO	0-20700-0-02515	goteborg	11.1	57.716667	11.966667		02515	3490.0			[57.72, 57.72]	[11.78, 11.78]	era5.2515.bfr	bufr	19770701	19771002	02515	0-20000-0-02531	[36, 85, 106, 107]
1	1		TORSLANDA                	57.71666666666667	11.783333333333331	-999.0				02084				0.4		WMO	0-20700-0-02084	goteborg	11.1	57.716667	11.966667		02084	1122.0			[57.72, 57.72]	[11.78, 11.78]	era5.2515.bfr	bufr	19770701	19771002	02515	0-20000-0-02531	[36, 85, 106, 107]
2	2		GOTEBORG/SAVE            	57.78333333333333	11.883333333333333	-999.0				02512				9.4		WMO	0-20700-0-02512	goteborg	11.1	57.716667	11.966667		02512	2066.0			[57.72, 57.72]	[11.78, 11.78]	era5.2515.bfr	bufr	19770701	19771002	02515	0-20000-0-02531	[36, 85, 106, 107]
3	3		Göteborg A               	57.71666666666667	12.0	-999.0				02513				13.1		WMO	0-20700-0-02513	goteborg	11.1	57.716667	11.966667		02513	3489.0			[57.72, 57.72]	[11.78, 11.78]	era5.2515.bfr	bufr	19770701	19771002	02515	0-20000-0-02531	[36, 85, 106, 107]
4	4		Vinga A                  	57.63333333333333	11.6	-999.0				02516				14.4		WMO	0-20700-0-02516	goteborg	11.1	57.716667	11.966667		02516	3491.0			[57.72, 57.72]	[11.78, 11.78]	era5.2515.bfr	bufr	19770701	19771002	02515	0-20000-0-02531	[36, 85, 106, 107]
